t	protein
5075	15806511.2425424
5100	15878725.0030755
5125	15950801.0869162
5150	16022740.1972242
5175	16094543.0322558
5200	16166210.2853832
5225	16237742.6451159
5250	16309140.795122
5275	16380405.4142507
5300	16451537.1765562
5325	16522536.7513216
5350	16593404.8030839
5375	16664141.9916597
5400	16734748.9721719
5425	16805226.3950756
5450	16875574.9061864
5475	16945795.1467078
5500	17015887.7532594
5525	17085853.357906
5550	17155692.5881862
5575	17225406.0671423
5600	17294994.4133494
5625	17364458.240946
5650	17433798.1596635
5675	17503014.7748574
5700	17572108.6875371
5725	17641080.4943973
5750	17709930.7878484
5775	17778660.1560478
5800	17847269.1829307
5825	17915758.4482416
5850	17984128.5275653
5875	18052379.9923579
5900	18120513.4099787
5925	18188529.3437208
5950	18256428.3528426
5975	18324210.9925992
6000	18391877.8142731
6025	18459429.365206
6050	18526866.1888289
6075	18594188.8246942
6100	18661397.8085058
6125	18728493.6721499
6150	18795476.9437262
6175	18862348.1475782
6200	18929107.8043233
6225	18995756.4308838
6250	19062294.5405165
6275	19128722.6428432
6300	19195041.2438802
6325	19261250.8460683
6350	19327351.9483022
6375	19393345.0459602
6400	19459230.630933
6425	19525009.1916532
6450	19590681.213124
6475	19656247.1769479
6500	19721707.5613551
6525	19787062.8412322
6550	19852313.4881501
6575	19917459.9703918
6600	19982502.7529806
6625	20047442.2977074
6650	20112279.0631578
6675	20177013.5047399
6700	20241646.0747106
6725	20306177.2222028
6750	20370607.3932518
6775	20434937.0308216
6800	20499166.5748313
6825	20563296.4621805
6850	20627327.1267755
6875	20691258.9995549
6900	20755092.5085142
6925	20818828.0787317
6950	20882466.1323932
6975	20946007.0888163
7000	21009451.3644752
7025	21072799.3730248
7050	21136051.5253252
7075	21199208.2294649
7100	21262269.8907849
7125	21325236.911902
7150	21388109.692732
7175	21450888.6305129
7200	21513574.1198274
7225	21576166.552626
7250	21638666.3182489
7275	21701073.8034485
7300	21763389.3924117
7325	21825613.4667811
7350	21887746.4056769
7375	21949788.5857188
7400	22011740.3810464
7425	22073602.1633406
7450	22135374.3018449
7475	22197057.1633853
7500	22258651.1123912
7525	22320156.5109155
7550	22381573.7186548
7575	22442903.0929693
7600	22504144.9889025
7625	22565299.7592003
7650	22626367.7543313
7675	22687349.3225048
7700	22748244.8096909
7725	22809054.5596383
7750	22869778.9138936
7775	22930418.2118195
7800	22990972.7906133
7825	23051442.9853244
7850	23111829.1288729
7875	23172131.5520672
7900	23232350.5836211
7925	23292486.550172
7950	23352539.7762975
7975	23412510.5845328
8000	23472399.2953877
8025	23532206.2273631
8050	23591931.6969677
8075	23651576.0187348
8100	23711139.505238
8125	23770622.4671076
8150	23830025.2130468
8175	23889348.0498474
8200	23948591.282405
8225	24007755.2137353
8250	24066840.1449891
8275	24125846.3754674
8300	24184774.2026366
8325	24243623.9221437
8350	24302395.8278307
8375	24361090.2117493
8400	24419707.3641759
8425	24478247.5736253
8450	24536711.1268654
8475	24595098.3089311
8500	24653409.4031383
8525	24711644.6910979
8550	24769804.4527292
8575	24827888.9662738
8600	24885898.5083087
8625	24943833.3537601
8650	25001693.7759158
8675	25059480.0464392
8700	25117192.4353815
8725	25174831.211195
8750	25232396.6407453
8775	25289888.9893245
8800	25347308.520663
8825	25404655.4969424
8850	25461930.1788073
8875	25519132.8253776
8900	25576263.6942605
8925	25633323.0415622
8950	25690311.1218998
8975	25747228.1884131
9000	25804074.4927759
9025	25860850.2852073
9050	25917555.8144835
9075	25974191.3279485
9100	26030757.0715256
9125	26087253.2897282
9150	26143680.2256708
9175	26200038.1210798
9200	26256327.2163039
9225	26312547.7503254
9250	26368699.9607698
9275	26424784.083917
9300	26480800.354711
9325	26536749.0067706
9350	26592630.2723991
9375	26648444.3825947
9400	26704191.5670599
9425	26759872.0542121
9450	26815486.0711926
9475	26871033.8438767
9500	26926515.5968831
9525	26981931.5535832
9550	27037281.936111
9575	27092566.965372
9600	27147786.8610523
9625	27202941.8416283
9650	27258032.1243749
9675	27313057.9253754
9700	27368019.4595297
9725	27422916.9405634
9750	27477750.5810363
9775	27532520.5923513
9800	27587227.184763
9825	27641870.5673857
9850	27696450.9482024
9875	27750968.5340727
9900	27805423.5307413
9925	27859816.1428462
9950	27914146.5739266
9975	27968415.026431
10000	28022621.7017252
10025	28076766.8001002
10050	28130850.5207802
10075	28184873.0619298
10100	28238834.6206623
10125	28292735.3930469
10150	28346575.5741165
10175	28400355.3578749
10200	28454074.9373044
10225	28507734.5043732
10250	28561334.2500424
10275	28614874.3642737
10300	28668355.0360357
10325	28721776.453312
10350	28775138.8031076
10375	28828442.2714558
10400	28881687.0434254
10425	28934873.3031276
10450	28988001.2337223
10475	29041071.0174253
10500	29094082.8355147
10525	29147036.8683376
10550	29199933.2953167
10575	29252772.2949565
10600	29305554.04485
10625	29358278.721685
10650	29410946.5012505
10675	29463557.5584428
10700	29516112.0672718
10725	29568610.200867
10750	29621052.1314838
10775	29673438.0305097
10800	29725768.0684696
10825	29778042.4150328
10850	29830261.2390178
10875	29882424.7083989
10900	29934532.9903117
10925	29986586.2510589
10950	30038584.6561159
10975	30090528.3701365
11000	30142417.5569588
11025	30194252.37961
11050	30246033.0003128
11075	30297759.5804901
11100	30349432.2807709
11125	30401051.2609954
11150	30452616.6802205
11175	30504128.696725
11200	30555587.4680146
11225	30606993.1508275
11250	30658345.9011392
11275	30709645.8741679
11300	30760893.2243792
11325	30812088.1054915
11350	30863230.6704804
11375	30914321.0715844
11400	30965359.4603093
11425	31016345.9874328
11450	31067280.8030101
11475	31118164.056378
11500	31168995.8961597
11525	31219776.4702698
11550	31270505.9259188
11575	31321184.4096176
11600	31371812.0671821
11625	31422389.0437379
11650	31472915.4837248
11675	31523391.5309009
11700	31573817.3283474
11725	31624193.0184729
11750	31674518.7430178
11775	31724794.6430584
11800	31775020.8590115
11825	31825197.5306382
11850	31875324.7970487
11875	31925402.796706
11900	31975431.6674303
11925	32025411.5464029
11950	32075342.5701706
11975	32125224.8746495
12000	32175058.595129
12025	32224843.8662759
12050	32274580.8221384
12075	32324269.5961498
12100	32373910.3211326
12125	32423503.1293022
12150	32473048.1522708
12175	32522545.5210515
12200	32571995.3660612
12225	32621397.8171253
12250	32670753.003481
12275	32720061.0537808
12300	32769322.0960964
12325	32818536.2579223
12350	32867703.6661794
12375	32916824.4472183
12400	32965898.7268232
12425	33014926.6302152
12450	33063908.2820558
12475	33112843.8064504
12500	33161733.3269518
12525	33210576.9665633
12550	33259374.8477424
12575	33308127.0924041
12600	33356833.821924
12625	33405495.1571418
12650	33454111.2183644
12675	33502682.1253696
12700	33551207.9974086
12725	33599688.9532097
12750	33648125.1109814
12775	33696516.5884154
12800	33744863.5026898
12825	33793165.9704722
12850	33841424.1079229
12875	33889638.0306977
12900	33937807.8539512
12925	33985933.6923395
12950	34034015.6600235
12975	34082053.8706715
13000	34130048.4374626
13025	34177999.4730891
13050	34225907.0897598
13075	34273771.3992028
13100	34321592.5126681
13125	34369370.5409307
13150	34417105.5942932
13175	34464797.782589
13200	34512447.2151843
13225	34560054.0009817
13250	34607618.2484223
13275	34655140.0654887
13300	34702619.5597076
13325	34750056.8381526
13350	34797452.0074465
13375	34844805.1737644
13400	34892116.4428359
13425	34939385.9199479
13450	34986613.709947
13475	35033799.9172424
13500	35080944.6458079
13525	35128047.9991849
13550	35175110.0804848
13575	35222130.992391
13600	35269110.8371619
13625	35316049.7166333
13650	35362947.7322206
13675	35409804.9849211
13700	35456621.575317
13725	35503397.6035769
13750	35550133.1694587
13775	35596828.372312
13800	35643483.3110801
13825	35690098.0843026
13850	35736672.7901173
13875	35783207.526263
13900	35829702.3900812
13925	35876157.4785187
13950	35922572.8881296
13975	35968948.7150777
14000	36015285.0551386
14025	36061582.0037018
14050	36107839.6557732
14075	36154058.1059766
14100	36200237.4485565
14125	36246377.7773798
14150	36292479.1859378
14175	36338541.7673488
14200	36384565.6143598
14225	36430550.8193485
14250	36476497.4743254
14275	36522405.6709362
14300	36568275.500463
14325	36614107.0538273
14350	36659900.421591
14375	36705655.6939592
14400	36751372.9607815
14425	36797052.3115544
14450	36842693.835423
14475	36888297.6211829
14500	36933863.7572824
14525	36979392.3318237
14550	37024883.4325659
14575	37070337.1469255
14600	37115753.5619795
14625	37161132.7644662
14650	37206474.8407879
14675	37251779.8770121
14700	37297047.9588737
14725	37342279.1717762
14750	37387473.6007944
14775	37432631.3306752
14800	37477752.44584
14825	37522837.0303861
14850	37567885.1680888
14875	37612896.9424025
14900	37657872.4364632
14925	37702811.7330892
14950	37747714.914784
14975	37792582.0637367
15000	37837413.2618248
15025	37882208.5906147
15050	37926968.1313646
15075	37971691.9650251
15100	38016380.1722411
15125	38061032.8333539
15150	38105650.0284018
15175	38150231.8371228
15200	38194778.3389555
15225	38239289.6130407
15250	38283765.7382229
15275	38328206.7930523
15300	38372612.8557859
15325	38416984.0043889
15350	38461320.3165369
15375	38505621.8696166
15400	38549888.7407277
15425	38594121.0066843
15450	38638318.7440166
15475	38682482.0289718
15500	38726610.9375162
15525	38770705.5453361
15550	38814765.9278397
15575	38858792.1601581
15600	38902784.3171471
15625	38946742.4733881
15650	38990666.7031902
15675	39034557.0805909
15700	39078413.6793579
15725	39122236.5729903
15750	39166025.83472
15775	39209781.5375131
15800	39253503.754071
15825	39297192.5568323
15850	39340848.0179734
15875	39384470.2094103
15900	39428059.2027999
15925	39471615.0695409
15950	39515137.8807755
15975	39558627.7073905
16000	39602084.6200189
16025	39645508.6890406
16050	39688899.984584
16075	39732258.5765272
16100	39775584.5344993
16125	39818877.9278814
16150	39862138.8258083
16175	39905367.2971692
16200	39948563.4106094
16225	39991727.2345308
16250	40034858.837094
16275	40077958.2862187
16300	40121025.6495853
16325	40164060.9946361
16350	40207064.3885762
16375	40250035.8983749
16400	40292975.5907667
16425	40335883.5322524
16450	40378759.7891007
16475	40421604.4273486
16500	40464417.5128032
16525	40507199.1110421
16550	40549949.2874153
16575	40592668.1070459
16600	40635355.6348311
16625	40678011.9354434
16650	40720637.0733319
16675	40763231.112723
16700	40805794.1176216
16725	40848326.1518123
16750	40890827.2788603
16775	40933297.5621127
16800	40975737.064699
16825	41018145.8495328
16850	41060523.9793124
16875	41102871.5165221
16900	41145188.523433
16925	41187475.0621038
16950	41229731.1943825
16975	41271956.9819069
17000	41314152.4861054
17025	41356317.7681984
17050	41398452.8891995
17075	41440557.9099156
17100	41482632.8909488
17125	41524677.8926968
17150	41566692.9753539
17175	41608678.1989122
17200	41650633.6231626
17225	41692559.3076952
17250	41734455.3119009
17275	41776321.6949719
17300	41818158.5159027
17325	41859965.8334912
17350	41901743.7063394
17375	41943492.1928546
17400	41985211.3512497
17425	42026901.2395449
17450	42068561.9155679
17475	42110193.4369553
17500	42151795.8611532
17525	42193369.2454178
17550	42234913.6468172
17575	42276429.1222313
17600	42317915.7283531
17625	42359373.5216894
17650	42400802.558562
17675	42442202.895108
17700	42483574.5872811
17725	42524917.6908523
17750	42566232.2614106
17775	42607518.354364
17800	42648776.0249401
17825	42690005.3281872
17850	42731206.3189751
17875	42772379.0519954
17900	42813523.5817631
17925	42854639.9626168
17950	42895728.2487196
17975	42936788.4940602
18000	42977820.7524533
18025	43018825.0775405
18050	43059801.5227912
18075	43100750.1415033
18100	43141670.9868039
18125	43182564.1116499
18150	43223429.5688295
18175	43264267.410962
18200	43305077.690499
18225	43345860.4597254
18250	43386615.7707595
18275	43427343.6755543
18300	43468044.2258982
18325	43508717.4734151
18350	43549363.469566
18375	43589982.2656492
18400	43630573.912801
18425	43671138.4619967
18450	43711675.9640508
18475	43752186.4696186
18500	43792670.0291959
18525	43833126.6931204
18550	43873556.5115719
18575	43913959.5345734
18600	43954335.8119915
18625	43994685.3935374
18650	44035008.3287671
18675	44075304.6670825
18700	44115574.4577318
18725	44155817.7498105
18750	44196034.5922616
18775	44236225.0338766
18800	44276389.1232961
18825	44316526.9090103
18850	44356638.4393597
18875	44396723.7625361
18900	44436782.9265825
18925	44476815.9793947
18950	44516822.9687209
18975	44556803.942163
19000	44596758.9471772
19025	44636688.0310745
19050	44676591.2410212
19075	44716468.6240395
19100	44756320.2270084
19125	44796146.0966644
19150	44835946.2796012
19175	44875720.8222716
19200	44915469.7709872
19225	44955193.1719191
19250	44994891.0710988
19275	45034563.5144188
19300	45074210.5476327
19325	45113832.2163564
19350	45153428.5660683
19375	45192999.6421097
19400	45232545.4896861
19425	45272066.1538669
19450	45311561.6795868
19475	45351032.1116454
19500	45390477.4947089
19525	45429897.8733096
19550	45469293.2918472
19575	45508663.7945891
19600	45548009.4256706
19625	45587330.2290963
19650	45626626.2487394
19675	45665897.5283438
19700	45705144.1115231
19725	45744366.0417624
19750	45783563.3624177
19775	45822736.1167174
19800	45861884.3477624
19825	45901008.0985265
19850	45940107.4118572
19875	45979182.3304759
19900	46018232.896979
19925	46057259.1538376
19950	46096261.1433986
19975	46135238.907885
20000	46174192.4893967
20025	46213121.9299105
20050	46252027.2712808
20075	46290908.5552404
20100	46329765.8234006
20125	46368599.1172516
20150	46407408.4781637
20175	46446193.9473871
20200	46484955.5660526
20225	46523693.3751719
20250	46562407.4156385
20275	46601097.7282279
20300	46639764.3535983
20325	46678407.3322903
20350	46717026.7047288
20375	46755622.5112218
20400	46794194.7919622
20425	46832743.5870277
20450	46871268.936381
20475	46909770.8798711
20500	46948249.4572327
20525	46986704.7080876
20550	47025136.6719445
20575	47063545.3881997
20600	47101930.8961377
20625	47140293.2349312
20650	47178632.443642
20675	47216948.5612213
20700	47255241.62651
20725	47293511.6782393
20750	47331758.7550311
20775	47369982.895398
20800	47408184.1377447
20825	47446362.5203676
20850	47484518.0814554
20875	47522650.8590895
20900	47560760.8912449
20925	47598848.2157902
20950	47636912.8704876
20975	47674954.8929939
21000	47712974.3208612
21025	47750971.1915363
21050	47788945.5423623
21075	47826897.4105782
21100	47864826.8333191
21125	47902733.8476175
21150	47940618.4904029
21175	47978480.7985028
21200	48016320.8086424
21225	48054138.5574458
21250	48091934.0814357
21275	48129707.4170345
21300	48167458.6005636
21325	48205187.668245
21350	48242894.656201
21375	48280579.6004544
21400	48318242.5369297
21425	48355883.5014526
21450	48393502.5297511
21475	48431099.657455
21500	48468674.9200974
21525	48506228.3531143
21550	48543759.9918447
21575	48581269.871532
21600	48618758.0273234
21625	48656224.4942709
21650	48693669.3073312
21675	48731092.5013663
21700	48768494.111144
21725	48805874.1713377
21750	48843232.7165276
21775	48880569.7812003
21800	48917885.3997494
21825	48955179.6064762
21850	48992452.4355892
21875	49029703.9212056
21900	49066934.0973507
21925	49104142.9979586
21950	49141330.6568724
21975	49178497.1078449
22000	49215642.3845385
22025	49252766.520526
22050	49289869.5492904
22075	49326951.5042255
22100	49364012.4186364
22125	49401052.3257394
22150	49438071.2586631
22175	49475069.2504477
22200	49512046.3340459
22225	49549002.5423236
22250	49585937.9080594
22275	49622852.4639453
22300	49659746.2425873
22325	49696619.2765052
22350	49733471.5981332
22375	49770303.2398202
22400	49807114.2338303
22425	49843904.6123427
22450	49880674.4074523
22475	49917423.6511699
22500	49954152.3754226
22525	49990860.6120538
22550	50027548.3928241
22575	50064215.749411
22600	50100862.7134096
22625	50137489.3163327
22650	50174095.589611
22675	50210681.5645939
22700	50247247.2725492
22725	50283792.7446634
22750	50320318.012043
22775	50356823.1057134
22800	50393308.0566197
22825	50429772.8956278
22850	50466217.6535235
22875	50502642.3610132
22900	50539047.0487247
22925	50575431.7472065
22950	50611796.4869292
22975	50648141.2982849
23000	50684466.2115878
23025	50720771.2570746
23050	50757056.4649046
23075	50793321.8651601
23100	50829567.4878464
23125	50865793.3628927
23150	50901999.5201515
23175	50938185.9893995
23200	50974352.8003378
23225	51010499.9825921
23250	51046627.5657126
23275	51082735.5791751
23300	51118824.0523803
23325	51154893.0146549
23350	51190942.4952512
23375	51226972.5233478
23400	51262983.1280497
23425	51298974.3383886
23450	51334946.1833233
23475	51370898.6917393
23500	51406831.8924501
23525	51442745.8141965
23550	51478640.4856476
23575	51514515.9354006
23600	51550372.1919808
23625	51586209.2838428
23650	51622027.2393696
23675	51657826.0868739
23700	51693605.8545976
23725	51729366.5707125
23750	51765108.26332
23775	51800830.9604518
23800	51836534.6900704
23825	51872219.4800684
23850	51907885.3582698
23875	51943532.3524293
23900	51979160.4902336
23925	52014769.7993004
23950	52050360.3071799
23975	52085932.0413537
24000	52121485.0292362
24025	52157019.2981743
24050	52192534.8754477
24075	52228031.7882689
24100	52263510.0637839
24125	52298969.7290723
24150	52334410.8111472
24175	52369833.3369555
24200	52405237.3333787
24225	52440622.8272325
24250	52475989.8452669
24275	52511338.4141674
24300	52546668.5605538
24325	52581980.3109819
24350	52617273.6919426
24375	52652548.7298627
24400	52687805.4511046
24425	52723043.8819674
24450	52758264.0486862
24475	52793465.9774328
24500	52828649.6943159
24525	52863815.2253808
24550	52898962.5966106
24575	52934091.8339256
24600	52969202.9631836
24625	53004296.0101808
24650	53039371.0006506
24675	53074427.9602655
24700	53109466.914636
24725	53144487.8893115
24750	53179490.9097803
24775	53214476.0014697
24800	53249443.1897465
24825	53284392.4999168
24850	53319323.9572264
24875	53354237.5868612
24900	53389133.4139472
24925	53424011.4635506
24950	53458871.760678
24975	53493714.330277
25000	53528539.197236
25025	53563346.3863844
25050	53598135.9224929
25075	53632907.830274
25100	53667662.1343815
25125	53702398.8594112
25150	53737118.029901
25175	53771819.670331
25200	53806503.8051239
25225	53841170.4586448
25250	53875819.655202
25275	53910451.4190465
25300	53945065.7743725
25325	53979662.7453177
25350	54014242.3559633
25375	54048804.6303343
25400	54083349.5923999
25425	54117877.2660729
25450	54152387.6752108
25475	54186880.8436154
25500	54221356.7950334
25525	54255815.5531561
25550	54290257.14162
25575	54324681.5840066
25600	54359088.9038429
25625	54393479.1246017
25650	54427852.2697011
25675	54462208.3625056
25700	54496547.4263252
25725	54530869.4844167
25750	54565174.5599831
25775	54599462.676174
25800	54633733.8560858
25825	54667988.1227619
25850	54702225.4991929
25875	54736446.0083165
25900	54770649.673018
25925	54804836.5161301
25950	54839006.5604338
25975	54873159.8286574
26000	54907296.3434781
26025	54941416.1275205
26050	54975519.2033585
26075	55009605.5935142
26100	55043675.3204585
26125	55077728.4066114
26150	55111764.8743418
26175	55145784.7459682
26200	55179788.043758
26225	55213774.7899289
26250	55247745.0066479
26275	55281698.716032
26300	55315635.9401483
26325	55349556.7010142
26350	55383461.0205972
26375	55417348.9208159
26400	55451220.423539
26425	55485075.5505865
26450	55518914.3237293
26475	55552736.7646893
26500	55586542.8951399
26525	55620332.7367059
26550	55654106.3109637
26575	55687863.6394415
26600	55721604.7436194
26625	55755329.6449297
26650	55789038.364757
26675	55822730.9244378
26700	55856407.3452617
26725	55890067.6484708
26750	55923711.8552598
26775	55957339.9867764
26800	55990952.0641218
26825	56024548.1083499
26850	56058128.1404685
26875	56091692.1814388
26900	56125240.2521753
26925	56158772.373547
26950	56192288.5663764
26975	56225788.8514402
27000	56259273.2494696
27025	56292741.78115
27050	56326194.4671213
27075	56359631.3279783
27100	56393052.3842704
27125	56426457.6565019
27150	56459847.1651327
27175	56493220.9305772
27200	56526578.9732057
27225	56559921.3133439
27250	56593247.9712732
27275	56626558.9672304
27300	56659854.3214088
27325	56693134.0539573
27350	56726398.1849812
27375	56759646.7345421
27400	56792879.7226583
27425	56826097.169304
27450	56859299.0944106
27475	56892485.5178663
27500	56925656.4595164
27525	56958811.939163
27550	56991951.9765657
27575	57025076.5914414
27600	57058185.8034643
27625	57091279.6322665
27650	57124358.0974377
27675	57157421.2185256
27700	57190469.0150359
27725	57223501.5064323
27750	57256518.7121365
27775	57289520.6515293
27800	57322507.3439497
27825	57355478.8086949
27850	57388435.0650216
27875	57421376.1321449
27900	57454302.0292388
27925	57487212.7754367
27950	57520108.3898312
27975	57552988.8914744
28000	57585854.2993776
28025	57618704.6325118
28050	57651539.909808
28075	57684360.1501565
28100	57717165.3724083
28125	57749955.5953738
28150	57782730.8378241
28175	57815491.1184903
28200	57848236.4560641
28225	57880966.8691978
28250	57913682.3765043
28275	57946382.9965573
28300	57979068.7478915
28325	58011739.6490025
28350	58044395.7183471
28375	58077036.9743433
28400	58109663.4353705
28425	58142275.1197698
28450	58174872.0458434
28475	58207454.2318555
28500	58240021.6960324
28525	58272574.4565618
28550	58305112.5315939
28575	58337635.9392407
28600	58370144.6975765
28625	58402638.8246384
28650	58435118.3384254
28675	58467583.2568994
28700	58500033.597985
28725	58532469.3795695
28750	58564890.6195033
28775	58597297.3355996
28800	58629689.5456349
28825	58662067.2673489
28850	58694430.5184447
28875	58726779.3165887
28900	58759113.679411
28925	58791433.6245052
28950	58823739.1694289
28975	58856030.3317035
29000	58888307.1288141
29025	58920569.5782104
29050	58952817.697306
29075	58985051.5034786
29100	59017271.0140706
29125	59049476.2463888
29150	59081667.2177045
29175	59113843.9452538
29200	59146006.4462375
29225	59178154.7378215
29250	59210288.8371365
29275	59242408.7612782
29300	59274514.5273079
29325	59306606.1522519
29350	59338683.6531019
29375	59370747.0468152
29400	59402796.3503144
29425	59434831.5804884
29450	59466852.7541911
29475	59498859.8882431
29500	59530852.9994303
29525	59562832.1045054
29550	59594797.2201863
29575	59626748.363158
29600	59658685.5500714
29625	59690608.7975443
29650	59722518.1221607
29675	59754413.5404712
29700	59786295.0689934
29725	59818162.7242116
29750	59850016.5225771
29775	59881856.480508
29800	59913682.6143899
29825	59945494.9405753
29850	59977293.4753842
29875	60009078.2351039
29900	60040849.235989
29925	60072606.4942621
29950	60104350.0261129
29975	60136079.8476994
30000	60167795.9751471
30025	60199498.4245497
30050	60231187.2119686
30075	60262862.3534336
30100	60294523.8649426
30125	60326171.7624618
30150	60357806.0619258
30175	60389426.7792375
30200	60421033.9302685
30225	60452627.5308591
30250	60484207.5968183
30275	60515774.1439238
30300	60547327.1879222
30325	60578866.7445293
30350	60610392.8294296
30375	60641905.4582772
30400	60673404.6466952
30425	60704890.4102759
30450	60736362.7645813
30475	60767821.7251428
30500	60799267.3074611
30525	60830699.527007
30550	60862118.3992209
30575	60893523.939513
30600	60924916.1632632
30625	60956295.0858217
30650	60987660.7225088
30675	61019013.0886145
30700	61050352.1993997
30725	61081678.0700949
30750	61112990.7159016
30775	61144290.1519915
30800	61175576.393507
30825	61206849.455561
30850	61238109.3532373
30875	61269356.1015903
30900	61300589.7156454
30925	61331810.2103989
30950	61363017.6008182
30975	61394211.9018419
31000	61425393.1283795
31025	61456561.295312
31050	61487716.4174918
31075	61518858.5097425
31100	61549987.5868594
31125	61581103.6636094
31150	61612206.7547309
31175	61643296.874934
31200	61674374.0389009
31225	61705438.2612854
31250	61736489.5567136
31275	61767527.9397831
31300	61798553.4250641
31325	61829566.0270989
31350	61860565.7604019
31375	61891552.6394599
31400	61922526.6787319
31425	61953487.8926499
31450	61984436.295618
31475	62015371.902013
31500	62046294.7261848
31525	62077204.7824554
31550	62108102.0851203
31575	62138986.6484475
31600	62169858.4866781
31625	62200717.6140263
31650	62231564.0446793
31675	62262397.7927978
31700	62293218.8725156
31725	62324027.2979397
31750	62354823.0831508
31775	62385606.2422029
31800	62416376.7891238
31825	62447134.7379144
31850	62477880.1025497
31875	62508612.8969786
31900	62539333.1351236
31925	62570040.8308809
31950	62600735.9981212
31975	62631418.6506889
32000	62662088.8024024
32025	62692746.4670546
32050	62723391.6584125
32075	62754024.3902174
32100	62784644.6761849
32125	62815252.5300051
32150	62845847.9653428
32175	62876430.9958371
