	t	protein
5344	53450	213537671.41373
5345	53460	213560951.709009
5346	53470	213584229.589666
5347	53480	213607505.056343
5348	53490	213630778.109679
5349	53500	213654048.750315
5350	53510	213677316.97889
5351	53520	213700582.796043
5352	53530	213723846.202413
5353	53540	213747107.19864
5354	53550	213770365.785361
5355	53560	213793621.963215
5356	53570	213816875.732839
5357	53580	213840127.094871
5358	53590	213863376.049949
5359	53600	213886622.59871
5360	53610	213909866.74179
5361	53620	213933108.479825
5362	53630	213956347.813452
5363	53640	213979584.743307
5364	53650	214002819.270026
5365	53660	214026051.394243
5366	53670	214049281.116593
5367	53680	214072508.437712
5368	53690	214095733.358234
5369	53700	214118955.878792
5370	53710	214142176.000022
5371	53720	214165393.722555
5372	53730	214188609.047027
5373	53740	214211821.974068
5374	53750	214235032.504314
5375	53760	214258240.638395
5376	53770	214281446.376944
5377	53780	214304649.720593
5378	53790	214327850.669973
5379	53800	214351049.225716
5380	53810	214374245.388453
5381	53820	214397439.158814
5382	53830	214420630.53743
5383	53840	214443819.524931
5384	53850	214467006.121947
5385	53860	214490190.329107
5386	53870	214513372.147042
5387	53880	214536551.576379
5388	53890	214559728.617748
5389	53900	214582903.271777
5390	53910	214606075.539094
5391	53920	214629245.420327
5392	53930	214652412.916104
5393	53940	214675578.027052
5394	53950	214698740.753798
5395	53960	214721901.096969
5396	53970	214745059.057192
5397	53980	214768214.635092
5398	53990	214791367.831296
5399	54000	214814518.646429
5400	54010	214837667.081117
5401	54020	214860813.135984
5402	54030	214883956.811656
5403	54040	214907098.108757
5404	54050	214930237.027911
5405	54060	214953373.569743
5406	54070	214976507.734875
5407	54080	214999639.523932
5408	54090	215022768.937536
5409	54100	215045895.976311
5410	54110	215069020.640878
5411	54120	215092142.931861
5412	54130	215115262.84988
5413	54140	215138380.395559
5414	54150	215161495.569518
5415	54160	215184608.372379
5416	54170	215207718.804762
5417	54180	215230826.867288
5418	54190	215253932.560578
5419	54200	215277035.885251
5420	54210	215300136.841928
5421	54220	215323235.431228
5422	54230	215346331.653769
5423	54240	215369425.510171
5424	54250	215392517.001054
5425	54260	215415606.127034
5426	54270	215438692.888731
5427	54280	215461777.286762
5428	54290	215484859.321744
5429	54300	215507938.994296
5430	54310	215531016.305034
5431	54320	215554091.254574
5432	54330	215577163.843534
5433	54340	215600234.072529
5434	54350	215623301.942176
5435	54360	215646367.453089
5436	54370	215669430.605886
5437	54380	215692491.40118
5438	54390	215715549.839586
5439	54400	215738605.92172
5440	54410	215761659.648195
5441	54420	215784711.019625
5442	54430	215807760.036624
5443	54440	215830806.699807
5444	54450	215853851.009784
5445	54460	215876892.96717
5446	54470	215899932.572578
5447	54480	215922969.826619
5448	54490	215946004.729906
5449	54500	215969037.283051
5450	54510	215992067.486665
5451	54520	216015095.341359
5452	54530	216038120.847745
5453	54540	216061144.006433
5454	54550	216084164.818034
5455	54560	216107183.283158
5456	54570	216130199.402415
5457	54580	216153213.176414
5458	54590	216176224.605765
5459	54600	216199233.691078
5460	54610	216222240.43296
5461	54620	216245244.832021
5462	54630	216268246.888869
5463	54640	216291246.604111
5464	54650	216314243.978357
5465	54660	216337239.012212
5466	54670	216360231.706285
5467	54680	216383222.061182
5468	54690	216406210.077511
5469	54700	216429195.755876
5470	54710	216452179.096886
5471	54720	216475160.101144
5472	54730	216498138.769259
5473	54740	216521115.101833
5474	54750	216544089.099473
5475	54760	216567060.762784
5476	54770	216590030.09237
5477	54780	216612997.088835
5478	54790	216635961.752783
5479	54800	216658924.084819
5480	54810	216681884.085545
5481	54820	216704841.755565
5482	54830	216727797.095482
5483	54840	216750750.105898
5484	54850	216773700.787415
5485	54860	216796649.140637
5486	54870	216819595.166165
5487	54880	216842538.8646
5488	54890	216865480.236544
5489	54900	216888419.282598
5490	54910	216911356.003363
5491	54920	216934290.399439
5492	54930	216957222.471427
5493	54940	216980152.219927
5494	54950	217003079.645538
5495	54960	217026004.74886
5496	54970	217048927.530492
5497	54980	217071847.991033
5498	54990	217094766.131083
5499	55000	217117681.951238
5500	55010	217140595.452098
5501	55020	217163506.634261
5502	55030	217186415.498324
5503	55040	217209322.044884
5504	55050	217232226.274539
5505	55060	217255128.187885
5506	55070	217278027.78552
5507	55080	217300925.068039
5508	55090	217323820.036039
5509	55100	217346712.690114
5510	55110	217369603.030862
5511	55120	217392491.058877
5512	55130	217415376.774754
5513	55140	217438260.179088
5514	55150	217461141.272474
5515	55160	217484020.055506
5516	55170	217506896.528777
5517	55180	217529770.692882
5518	55190	217552642.548414
5519	55200	217575512.095967
5520	55210	217598379.336132
5521	55220	217621244.269503
5522	55230	217644106.896672
5523	55240	217666967.218232
5524	55250	217689825.234774
5525	55260	217712680.94689
5526	55270	217735534.355172
5527	55280	217758385.46021
5528	55290	217781234.262595
5529	55300	217804080.762918
5530	55310	217826924.96177
5531	55320	217849766.85974
5532	55330	217872606.457418
5533	55340	217895443.755394
5534	55350	217918278.754258
5535	55360	217941111.454597
5536	55370	217963941.857002
5537	55380	217986769.96206
5538	55390	218009595.77036
5539	55400	218032419.282491
5540	55410	218055240.499039
5541	55420	218078059.420592
5542	55430	218100876.047737
5543	55440	218123690.381063
5544	55450	218146502.421154
5545	55460	218169312.168598
5546	55470	218192119.623981
5547	55480	218214924.78789
5548	55490	218237727.660909
5549	55500	218260528.243624
5550	55510	218283326.53662
5551	55520	218306122.540483
5552	55530	218328916.255796
5553	55540	218351707.683145
5554	55550	218374496.823114
5555	55560	218397283.676286
5556	55570	218420068.243246
5557	55580	218442850.524576
5558	55590	218465630.520861
5559	55600	218488408.232682
5560	55610	218511183.660623
5561	55620	218533956.805265
5562	55630	218556727.667192
5563	55640	218579496.246985
5564	55650	218602262.545225
5565	55660	218625026.562494
5566	55670	218647788.299374
5567	55680	218670547.756445
5568	55690	218693304.934287
5569	55700	218716059.833481
5570	55710	218738812.454608
5571	55720	218761562.798247
5572	55730	218784310.864978
5573	55740	218807056.655379
5574	55750	218829800.170031
5575	55760	218852541.409513
5576	55770	218875280.374402
5577	55780	218898017.065277
5578	55790	218920751.482717
5579	55800	218943483.627298
5580	55810	218966213.499599
5581	55820	218988941.100198
5582	55830	219011666.429671
5583	55840	219034389.488595
5584	55850	219057110.277546
5585	55860	219079828.797102
5586	55870	219102545.047837
5587	55880	219125259.03033
5588	55890	219147970.745154
5589	55900	219170680.192884
5590	55910	219193387.374097
5591	55920	219216092.289368
5592	55930	219238794.93927
5593	55940	219261495.324378
5594	55950	219284193.445266
5595	55960	219306889.302509
5596	55970	219329582.896679
5597	55980	219352274.22835
5598	55990	219374963.298096
5599	56000	219397650.106488
5600	56010	219420334.654101
5601	56020	219443016.941505
5602	56030	219465696.969274
5603	56040	219488374.737979
5604	56050	219511050.248192
5605	56060	219533723.500484
5606	56070	219556394.495427
5607	56080	219579063.233591
5608	56090	219601729.715547
5609	56100	219624393.941864
5610	56110	219647055.913115
5611	56120	219669715.629868
5612	56130	219692373.092693
5613	56140	219715028.30216
5614	56150	219737681.258838
5615	56160	219760331.963295
5616	56170	219782980.416101
5617	56180	219805626.617823
5618	56190	219828270.569031
5619	56200	219850912.270291
5620	56210	219873551.722172
5621	56220	219896188.925242
5622	56230	219918823.880067
5623	56240	219941456.587214
5624	56250	219964087.04725
5625	56260	219986715.260742
5626	56270	220009341.228255
5627	56280	220031964.950357
5628	56290	220054586.427612
5629	56300	220077205.660586
5630	56310	220099822.649845
5631	56320	220122437.395952
5632	56330	220145049.899474
5633	56340	220167660.160975
5634	56350	220190268.181019
5635	56360	220212873.96017
5636	56370	220235477.498992
5637	56380	220258078.798048
5638	56390	220280677.857903
5639	56400	220303274.679118
5640	56410	220325869.262256
5641	56420	220348461.607882
5642	56430	220371051.716556
5643	56440	220393639.588841
5644	56450	220416225.225298
5645	56460	220438808.62649
5646	56470	220461389.792978
5647	56480	220483968.725322
5648	56490	220506545.424085
5649	56500	220529119.889826
5650	56510	220551692.123106
5651	56520	220574262.124485
5652	56530	220596829.894523
5653	56540	220619395.43378
5654	56550	220641958.742816
5655	56560	220664519.822188
5656	56570	220687078.672458
5657	56580	220709635.294182
5658	56590	220732189.687921
5659	56600	220754741.854232
5660	56610	220777291.793672
5661	56620	220799839.506801
5662	56630	220822384.994175
5663	56640	220844928.256352
5664	56650	220867469.293888
5665	56660	220890008.107342
5666	56670	220912544.697268
5667	56680	220935079.064224
5668	56690	220957611.208767
5669	56700	220980141.131451
5670	56710	221002668.832832
5671	56720	221025194.313467
5672	56730	221047717.573909
5673	56740	221070238.614715
5674	56750	221092757.436438
5675	56760	221115274.039633
5676	56770	221137788.424855
5677	56780	221160300.592657
5678	56790	221182810.543594
5679	56800	221205318.278218
5680	56810	221227823.797083
5681	56820	221250327.100742
5682	56830	221272828.189747
5683	56840	221295327.064652
5684	56850	221317823.726009
5685	56860	221340318.17437
5686	56870	221362810.410286
5687	56880	221385300.43431
5688	56890	221407788.246993
5689	56900	221430273.848886
5690	56910	221452757.24054
5691	56920	221475238.422505
5692	56930	221497717.395333
5693	56940	221520194.159573
5694	56950	221542668.715775
5695	56960	221565141.064489
5696	56970	221587611.206265
5697	56980	221610079.141652
5698	56990	221632544.871198
5699	57000	221655008.395454
5700	57010	221677469.714966
5701	57020	221699928.830285
5702	57030	221722385.741958
5703	57040	221744840.450533
5704	57050	221767292.956557
5705	57060	221789743.260577
5706	57070	221812191.363143
5707	57080	221834637.264799
5708	57090	221857080.966093
5709	57100	221879522.467571
5710	57110	221901961.76978
5711	57120	221924398.873266
5712	57130	221946833.778574
5713	57140	221969266.48625
5714	57150	221991696.99684
5715	57160	222014125.310888
5716	57170	222036551.42894
5717	57180	222058975.351539
5718	57190	222081397.079232
5719	57200	222103816.612561
5720	57210	222126233.95207
5721	57220	222148649.098304
5722	57230	222171062.051805
5723	57240	222193472.813118
5724	57250	222215881.382785
5725	57260	222238287.761348
5726	57270	222260691.949352
5727	57280	222283093.947337
5728	57290	222305493.755846
5729	57300	222327891.375421
5730	57310	222350286.806605
5731	57320	222372680.049937
5732	57330	222395071.105959
5733	57340	222417459.975212
5734	57350	222439846.658238
5735	57360	222462231.155576
5736	57370	222484613.467766
5737	57380	222506993.59535
5738	57390	222529371.538866
5739	57400	222551747.298854
5740	57410	222574120.875855
5741	57420	222596492.270406
5742	57430	222618861.483047
5743	57440	222641228.514316
5744	57450	222663593.364752
5745	57460	222685956.034894
5746	57470	222708316.525279
5747	57480	222730674.836444
5748	57490	222753030.968928
5749	57500	222775384.923268
5750	57510	222797736.700001
5751	57520	222820086.299664
5752	57530	222842433.722793
5753	57540	222864778.969926
5754	57550	222887122.041597
5755	57560	222909462.938344
5756	57570	222931801.660701
5757	57580	222954138.209205
5758	57590	222976472.584391
5759	57600	222998804.786794
5760	57610	223021134.816948
5761	57620	223043462.675389
5762	57630	223065788.36265
5763	57640	223088111.879266
5764	57650	223110433.225771
5765	57660	223132752.402699
5766	57670	223155069.410583
5767	57680	223177384.249956
5768	57690	223199696.921352
5769	57700	223222007.425302
5770	57710	223244315.762341
5771	57720	223266621.933
5772	57730	223288925.937811
5773	57740	223311227.777306
5774	57750	223333527.452017
5775	57760	223355824.962477
5776	57770	223378120.309215
5777	57780	223400413.492762
5778	57790	223422704.513651
5779	57800	223444993.372411
5780	57810	223467280.069572
5781	57820	223489564.605666
5782	57830	223511846.981221
5783	57840	223534127.196768
5784	57850	223556405.252835
5785	57860	223578681.149952
5786	57870	223600954.88865
5787	57880	223623226.469455
5788	57890	223645495.892897
5789	57900	223667763.159504
5790	57910	223690028.269804
5791	57920	223712291.224326
5792	57930	223734552.023596
5793	57940	223756810.668143
5794	57950	223779067.158494
5795	57960	223801321.495176
5796	57970	223823573.678715
5797	57980	223845823.709638
5798	57990	223868071.588472
5799	58000	223890317.315743
5800	58010	223912560.891976
5801	58020	223934802.317698
5802	58030	223957041.593435
5803	58040	223979278.71971
5804	58050	224001513.69705
5805	58060	224023746.525979
5806	58070	224045977.207022
5807	58080	224068205.740703
5808	58090	224090432.127547
5809	58100	224112656.368077
5810	58110	224134878.462818
5811	58120	224157098.412292
5812	58130	224179316.217024
5813	58140	224201531.877536
5814	58150	224223745.394351
5815	58160	224245956.767992
5816	58170	224268165.998981
5817	58180	224290373.087841
5818	58190	224312578.035093
5819	58200	224334780.84126
5820	58210	224356981.506863
5821	58220	224379180.032422
5822	58230	224401376.418461
5823	58240	224423570.665499
5824	58250	224445762.774056
5825	58260	224467952.744655
5826	58270	224490140.577815
5827	58280	224512326.274055
5828	58290	224534509.833897
5829	58300	224556691.257859
5830	58310	224578870.546461
5831	58320	224601047.700222
5832	58330	224623222.719661
5833	58340	224645395.605297
5834	58350	224667566.357649
5835	58360	224689734.977234
5836	58370	224711901.464571
5837	58380	224734065.820179
5838	58390	224756228.044573
5839	58400	224778388.138273
5840	58410	224800546.101795
5841	58420	224822701.935657
5842	58430	224844855.640374
5843	58440	224867007.216465
5844	58450	224889156.664445
5845	58460	224911303.98483
5846	58470	224933449.178137
5847	58480	224955592.24488
5848	58490	224977733.185577
5849	58500	224999872.000742
5850	58510	225022008.690889
5851	58520	225044143.256535
5852	58530	225066275.698194
5853	58540	225088406.016381
5854	58550	225110534.211608
5855	58560	225132660.284392
5856	58570	225154784.235245
5857	58580	225176906.064681
5858	58590	225199025.773213
5859	58600	225221143.361356
5860	58610	225243258.829621
5861	58620	225265372.178522
5862	58630	225287483.408571
5863	58640	225309592.520281
5864	58650	225331699.514163
5865	58660	225353804.390731
5866	58670	225375907.150494
5867	58680	225398007.793965
5868	58690	225420106.321656
5869	58700	225442202.734076
5870	58710	225464297.031738
5871	58720	225486389.215152
5872	58730	225508479.284828
5873	58740	225530567.241276
5874	58750	225552653.085008
5875	58760	225574736.816531
5876	58770	225596818.436357
5877	58780	225618897.944994
5878	58790	225640975.342952
5879	58800	225663050.630739
5880	58810	225685123.808865
5881	58820	225707194.877838
5882	58830	225729263.838167
5883	58840	225751330.690359
5884	58850	225773395.434922
5885	58860	225795458.072365
5886	58870	225817518.603195
5887	58880	225839577.027918
5888	58890	225861633.347043
5889	58900	225883687.561075
5890	58910	225905739.670523
5891	58920	225927789.675892
5892	58930	225949837.577688
5893	58940	225971883.376418
5894	58950	225993927.072587
5895	58960	226015968.666702
5896	58970	226038008.159267
5897	58980	226060045.550787
5898	58990	226082080.841769
5899	59000	226104114.032716
5900	59010	226126145.124133
5901	59020	226148174.116525
5902	59030	226170201.010397
5903	59040	226192225.80625
5904	59050	226214248.504591
5905	59060	226236269.105922
5906	59070	226258287.610746
5907	59080	226280304.019567
5908	59090	226302318.332887
5909	59100	226324330.55121
5910	59110	226346340.675038
5911	59120	226368348.704873
5912	59130	226390354.641218
5913	59140	226412358.484574
5914	59150	226434360.235443
5915	59160	226456359.894327
5916	59170	226478357.461727
5917	59180	226500352.938144
5918	59190	226522346.324079
5919	59200	226544337.620032
5920	59210	226566326.826505
5921	59220	226588313.943997
5922	59230	226610298.973008
5923	59240	226632281.914039
5924	59250	226654262.767589
5925	59260	226676241.534158
5926	59270	226698218.214244
5927	59280	226720192.808347
5928	59290	226742165.316965
5929	59300	226764135.740599
5930	59310	226786104.079744
5931	59320	226808070.334901
5932	59330	226830034.506567
5933	59340	226851996.59524
5934	59350	226873956.601417
5935	59360	226895914.525596
5936	59370	226917870.368275
5937	59380	226939824.129949
5938	59390	226961775.811117
5939	59400	226983725.412274
5940	59410	227005672.933917
5941	59420	227027618.376543
5942	59430	227049561.740647
5943	59440	227071503.026725
5944	59450	227093442.235273
5945	59460	227115379.366785
5946	59470	227137314.421758
5947	59480	227159247.400687
5948	59490	227181178.304065
5949	59500	227203107.132389
5950	59510	227225033.886151
5951	59520	227246958.565847
5952	59530	227268881.17197
5953	59540	227290801.705014
5954	59550	227312720.165472
5955	59560	227334636.553839
5956	59570	227356550.870607
5957	59580	227378463.116269
5958	59590	227400373.291319
5959	59600	227422281.396247
5960	59610	227444187.431548
5961	59620	227466091.397713
5962	59630	227487993.295234
5963	59640	227509893.124603
5964	59650	227531790.886312
5965	59660	227553686.580851
5966	59670	227575580.208713
5967	59680	227597471.770387
5968	59690	227619361.266366
5969	59700	227641248.697139
5970	59710	227663134.063197
5971	59720	227685017.36503
5972	59730	227706898.603128
5973	59740	227728777.777981
5974	59750	227750654.890078
5975	59760	227772529.939909
5976	59770	227794402.927964
5977	59780	227816273.85473
5978	59790	227838142.720697
5979	59800	227860009.526354
5980	59810	227881874.272188
5981	59820	227903736.958688
5982	59830	227925597.586342
5983	59840	227947456.155639
5984	59850	227969312.667065
5985	59860	227991167.121107
5986	59870	228013019.518254
5987	59880	228034869.858992
5988	59890	228056718.143808
5989	59900	228078564.373188
5990	59910	228100408.547619
5991	59920	228122250.667588
5992	59930	228144090.73358
5993	59940	228165928.746081
5994	59950	228187764.705577
5995	59960	228209598.612553
5996	59970	228231430.467495
5997	59980	228253260.270887
5998	59990	228275088.023214
5999	60000	228296913.724961
6000	60010	228318737.376613
6001	60020	228340558.978654
6002	60030	228362378.531568
6003	60040	228384196.035838
6004	60050	228406011.491949
6005	60060	228427824.900384
6006	60070	228449636.261626
6007	60080	228471445.576158
6008	60090	228493252.844463
6009	60100	228515058.067024
6010	60110	228536861.244324
6011	60120	228558662.376845
6012	60130	228580461.465068
6013	60140	228602258.509476
6014	60150	228624053.510551
6015	60160	228645846.468773
6016	60170	228667637.384626
6017	60180	228689426.258588
6018	60190	228711213.091143
6019	60200	228732997.882769
6020	60210	228754780.633949
6021	60220	228776561.345162
6022	60230	228798340.016888
6023	60240	228820116.649608
6024	60250	228841891.243801
6025	60260	228863663.799948
6026	60270	228885434.318526
6027	60280	228907202.800015
6028	60290	228928969.244895
6029	60300	228950733.653645
6030	60310	228972496.026743
6031	60320	228994256.364667
6032	60330	229016014.667896
6033	60340	229037770.936908
6034	60350	229059525.17218
6035	60360	229081277.374191
6036	60370	229103027.543418
6037	60380	229124775.680338
6038	60390	229146521.785428
6039	60400	229168265.859165
6040	60410	229190007.902026
6041	60420	229211747.914488
6042	60430	229233485.897026
6043	60440	229255221.850117
6044	60450	229276955.774237
6045	60460	229298687.669862
6046	60470	229320417.537467
6047	60480	229342145.377528
6048	60490	229363871.19052
6049	60500	229385594.976917
6050	60510	229407316.737195
6051	60520	229429036.471829
6052	60530	229450754.181292
6053	60540	229472469.866059
6054	60550	229494183.526604
6055	60560	229515895.163401
6056	60570	229537604.776924
6057	60580	229559312.367645
6058	60590	229581017.936039
6059	60600	229602721.482579
6060	60610	229624423.007737
6061	60620	229646122.511986
6062	60630	229667819.995798
6063	60640	229689515.459647
6064	60650	229711208.904004
6065	60660	229732900.329341
6066	60670	229754589.73613
6067	60680	229776277.124842
6068	60690	229797962.49595
6069	60700	229819645.849924
6070	60710	229841327.187234
6071	60720	229863006.508353
6072	60730	229884683.813751
6073	60740	229906359.103898
6074	60750	229928032.379265
6075	60760	229949703.64032
6076	60770	229971372.887536
6077	60780	229993040.121381
6078	60790	230014705.342324
6079	60800	230036368.550836
6080	60810	230058029.747384
6081	60820	230079688.932439
6082	60830	230101346.106469
6083	60840	230123001.269942
6084	60850	230144654.423327
6085	60860	230166305.567093
6086	60870	230187954.701708
6087	60880	230209601.827638
6088	60890	230231246.945352
6089	60900	230252890.055317
6090	60910	230274531.158001
6091	60920	230296170.25387
6092	60930	230317807.343392
6093	60940	230339442.427033
6094	60950	230361075.505259
6095	60960	230382706.578539
6096	60970	230404335.647336
6097	60980	230425962.712118
6098	60990	230447587.77335
6099	61000	230469210.831498
6100	61010	230490831.887027
6101	61020	230512450.940402
6102	61030	230534067.992089
6103	61040	230555683.042553
6104	61050	230577296.092258
6105	61060	230598907.141668
6106	61070	230620516.191249
6107	61080	230642123.241463
6108	61090	230663728.292776
6109	61100	230685331.345651
6110	61110	230706932.400551
6111	61120	230728531.45794
6112	61130	230750128.518281
6113	61140	230771723.582037
6114	61150	230793316.649671
6115	61160	230814907.721646
6116	61170	230836496.798424
6117	61180	230858083.880468
6118	61190	230879668.968239
6119	61200	230901252.062199
6120	61210	230922833.162811
6121	61220	230944412.270536
6122	61230	230965989.385834
6123	61240	230987564.509169
6124	61250	231009137.641
6125	61260	231030708.781788
6126	61270	231052277.931995
6127	61280	231073845.092079
6128	61290	231095410.262503
6129	61300	231116973.443725
6130	61310	231138534.636206
6131	61320	231160093.840406
6132	61330	231181651.056784
6133	61340	231203206.285799
6134	61350	231224759.527912
6135	61360	231246310.78358
6136	61370	231267860.053263
6137	61380	231289407.337419
6138	61390	231310952.636507
6139	61400	231332495.950985
6140	61410	231354037.281311
6141	61420	231375576.627943
6142	61430	231397113.991338
6143	61440	231418649.371956
6144	61450	231440182.770252
6145	61460	231461714.186684
6146	61470	231483243.621709
6147	61480	231504771.075784
6148	61490	231526296.549366
6149	61500	231547820.042911
6150	61510	231569341.556875
6151	61520	231590861.091716
6152	61530	231612378.647887
6153	61540	231633894.225846
6154	61550	231655407.826048
6155	61560	231676919.448948
6156	61570	231698429.095002
6157	61580	231719936.764664
6158	61590	231741442.45839
6159	61600	231762946.176634
6160	61610	231784447.919851
6161	61620	231805947.688495
6162	61630	231827445.48302
6163	61640	231848941.30388
6164	61650	231870435.151529
6165	61660	231891927.026421
6166	61670	231913416.929009
6167	61680	231934904.859746
6168	61690	231956390.819086
6169	61700	231977874.807482
6170	61710	231999356.825385
6171	61720	232020836.87325
6172	61730	232042314.951527
6173	61740	232063791.060669
6174	61750	232085265.201128
6175	61760	232106737.373357
6176	61770	232128207.577807
6177	61780	232149675.814929
6178	61790	232171142.085175
6179	61800	232192606.388995
6180	61810	232214068.726841
6181	61820	232235529.099163
6182	61830	232256987.506413
6183	61840	232278443.94904
6184	61850	232299898.427495
6185	61860	232321350.942228
6186	61870	232342801.493689
6187	61880	232364250.082327
6188	61890	232385696.708592
6189	61900	232407141.372934
6190	61910	232428584.075801
6191	61920	232450024.817643
6192	61930	232471463.598909
6193	61940	232492900.420046
6194	61950	232514335.281505
6195	61960	232535768.183732
6196	61970	232557199.127177
6197	61980	232578628.112287
6198	61990	232600055.139509
6199	62000	232621480.209293
6200	62010	232642903.322084
6201	62020	232664324.47833
6202	62030	232685743.678479
6203	62040	232707160.922977
6204	62050	232728576.212271
6205	62060	232749989.546807
6206	62070	232771400.927033
6207	62080	232792810.353393
6208	62090	232814217.826335
6209	62100	232835623.346304
6210	62110	232857026.913746
6211	62120	232878428.529106
6212	62130	232899828.19283
6213	62140	232921225.905363
6214	62150	232942621.667149
6215	62160	232964015.478634
6216	62170	232985407.340263
6217	62180	233006797.252479
6218	62190	233028185.215728
6219	62200	233049571.230453
6220	62210	233070955.297098
6221	62220	233092337.416107
6222	62230	233113717.587924
6223	62240	233135095.812992
6224	62250	233156472.091755
6225	62260	233177846.424654
6226	62270	233199218.812134
6227	62280	233220589.254638
6228	62290	233241957.752607
6229	62300	233263324.306484
6230	62310	233284688.916711
6231	62320	233306051.583731
6232	62330	233327412.307985
6233	62340	233348771.089916
6234	62350	233370127.929964
6235	62360	233391482.828571
6236	62370	233412835.786178
6237	62380	233434186.803226
6238	62390	233455535.880157
6239	62400	233476883.017409
6240	62410	233498228.215426
6241	62420	233519571.474646
6242	62430	233540912.79551
6243	62440	233562252.178458
6244	62450	233583589.623929
6245	62460	233604925.132364
6246	62470	233626258.704202
6247	62480	233647590.339882
6248	62490	233668920.039843
6249	62500	233690247.804524
6250	62510	233711573.634364
6251	62520	233732897.529803
6252	62530	233754219.491277
6253	62540	233775539.519226
6254	62550	233796857.614087
6255	62560	233818173.7763
6256	62570	233839488.0063
6257	62580	233860800.304527
6258	62590	233882110.671417
6259	62600	233903419.107408
6260	62610	233924725.612937
6261	62620	233946030.188441
6262	62630	233967332.834356
6263	62640	233988633.55112
6264	62650	234009932.339168
6265	62660	234031229.198938
6266	62670	234052524.130864
6267	62680	234073817.135383
6268	62690	234095108.212931
6269	62700	234116397.363943
6270	62710	234137684.588855
6271	62720	234158969.888102
6272	62730	234180253.262119
6273	62740	234201534.711342
6274	62750	234222814.236204
6275	62760	234244091.83714
6276	62770	234265367.514585
6277	62780	234286641.268973
6278	62790	234307913.100738
6279	62800	234329183.010315
6280	62810	234350450.998136
6281	62820	234371717.064635
6282	62830	234392981.210246
6283	62840	234414243.435402
6284	62850	234435503.740537
6285	62860	234456762.126083
6286	62870	234478018.592472
6287	62880	234499273.140137
6288	62890	234520525.769512
6289	62900	234541776.481027
6290	62910	234563025.275115
6291	62920	234584272.152209
6292	62930	234605517.112739
6293	62940	234626760.157137
6294	62950	234648001.285836
6295	62960	234669240.499264
6296	62970	234690477.797855
6297	62980	234711713.182039
6298	62990	234732946.652247
6299	63000	234754178.208909
6300	63010	234775407.852455
6301	63020	234796635.583317
6302	63030	234817861.401924
6303	63040	234839085.308705
6304	63050	234860307.304091
6305	63060	234881527.388512
6306	63070	234902745.562396
6307	63080	234923961.826174
6308	63090	234945176.180273
6309	63100	234966388.625123
6310	63110	234987599.161154
6311	63120	235008807.788792
6312	63130	235030014.508467
6313	63140	235051219.320608
6314	63150	235072422.225641
6315	63160	235093623.223996
6316	63170	235114822.316099
6317	63180	235136019.502379
6318	63190	235157214.783263
6319	63200	235178408.159179
6320	63210	235199599.630552
6321	63220	235220789.197811
6322	63230	235241976.861383
6323	63240	235263162.621692
6324	63250	235284346.479167
6325	63260	235305528.434234
6326	63270	235326708.487318
6327	63280	235347886.638846
6328	63290	235369062.889243
6329	63300	235390237.238935
6330	63310	235411409.688347
6331	63320	235432580.237906
6332	63330	235453748.888036
6333	63340	235474915.639161
6334	63350	235496080.491708
6335	63360	235517243.4461
6336	63370	235538404.502762
6337	63380	235559563.662118
6338	63390	235580720.924594
6339	63400	235601876.290612
6340	63410	235623029.760596
6341	63420	235644181.33497
6342	63430	235665331.014159
6343	63440	235686478.798584
6344	63450	235707624.68867
6345	63460	235728768.684839
6346	63470	235749910.787515
6347	63480	235771050.997119
6348	63490	235792189.314074
6349	63500	235813325.738804
6350	63510	235834460.27173
6351	63520	235855592.913274
6352	63530	235876723.663858
6353	63540	235897852.523904
6354	63550	235918979.493834
6355	63560	235940104.574068
6356	63570	235961227.76503
6357	63580	235982349.067138
6358	63590	236003468.480815
6359	63600	236024586.00648
6360	63610	236045701.644556
6361	63620	236066815.395461
6362	63630	236087927.259618
6363	63640	236109037.237444
6364	63650	236130145.329362
6365	63660	236151251.53579
6366	63670	236172355.857148
6367	63680	236193458.293856
6368	63690	236214558.846333
6369	63700	236235657.514999
6370	63710	236256754.300271
6371	63720	236277849.20257
6372	63730	236298942.222314
6373	63740	236320033.359921
6374	63750	236341122.61581
6375	63760	236362209.990399
6376	63770	236383295.484107
6377	63780	236404379.09735
6378	63790	236425460.830547
6379	63800	236446540.684116
6380	63810	236467618.658474
6381	63820	236488694.754038
6382	63830	236509768.971225
6383	63840	236530841.310452
6384	63850	236551911.772137
6385	63860	236572980.356695
6386	63870	236594047.064544
6387	63880	236615111.896098
6388	63890	236636174.851776
6389	63900	236657235.931992
6390	63910	236678295.137164
6391	63920	236699352.467705
6392	63930	236720407.924033
6393	63940	236741461.506561
6394	63950	236762513.215706
6395	63960	236783563.051883
6396	63970	236804611.015506
6397	63980	236825657.106991
6398	63990	236846701.326751
6399	64000	236867743.675202
6400	64010	236888784.152757
6401	64020	236909822.759831
6402	64030	236930859.496838
6403	64040	236951894.364191
6404	64050	236972927.362304
6405	64060	236993958.491591
6406	64070	237014987.752465
6407	64080	237036015.145339
6408	64090	237057040.670627
6409	64100	237078064.328741
6410	64110	237099086.120093
6411	64120	237120106.045097
6412	64130	237141124.104165
6413	64140	237162140.297709
6414	64150	237183154.626141
6415	64160	237204167.089873
6416	64170	237225177.689317
6417	64180	237246186.424885
6418	64190	237267193.296987
6419	64200	237288198.306036
