	t	protein
46747	467480	615190287.476686
46748	467490	615195090.910362
46749	467500	615199894.234398
46750	467510	615204697.448795
46751	467520	615209500.553562
46752	467530	615214303.548702
46753	467540	615219106.434219
46754	467550	615223909.210113
46755	467560	615228711.87639
46756	467570	615233514.433056
46757	467580	615238316.880113
46758	467590	615243119.217563
46759	467600	615247921.445408
46760	467610	615252723.563656
46761	467620	615257525.572312
46762	467630	615262327.471376
46763	467640	615267129.260853
46764	467650	615271930.940744
46765	467660	615276732.511054
46766	467670	615281533.971787
46767	467680	615286335.322943
46768	467690	615291136.56453
46769	467700	615295937.696553
46770	467710	615300738.719013
46771	467720	615305539.631914
46772	467730	615310340.435258
46773	467740	615315141.129046
46774	467750	615319941.713289
46775	467760	615324742.187984
46776	467770	615329542.553139
46777	467780	615334342.808759
46778	467790	615339142.954842
46779	467800	615343942.991395
46780	467810	615348742.918422
46781	467820	615353542.735929
46782	467830	615358342.443911
46783	467840	615363142.042379
46784	467850	615367941.531333
46785	467860	615372740.910779
46786	467870	615377540.180721
46787	467880	615382339.341158
46788	467890	615387138.392094
46789	467900	615391937.333542
46790	467910	615396736.165496
46791	467920	615401534.88796
46792	467930	615406333.500943
46793	467940	615411132.004446
46794	467950	615415930.398472
46795	467960	615420728.683022
46796	467970	615425526.858104
46797	467980	615430324.92372
46798	467990	615435122.879877
46799	468000	615439920.72657
46800	468010	615444718.463811
46801	468020	615449516.091598
46802	468030	615454313.60994
46803	468040	615459111.018838
46804	468050	615463908.318295
46805	468060	615468705.508312
46806	468070	615473502.5889
46807	468080	615478299.560056
46808	468090	615483096.421782
46809	468100	615487893.174086
46810	468110	615492689.816973
46811	468120	615497486.350443
46812	468130	615502282.774505
46813	468140	615507079.089156
46814	468150	615511875.2944
46815	468160	615516671.390247
46816	468170	615521467.376692
46817	468180	615526263.253743
46818	468190	615531059.021406
46819	468200	615535854.679678
46820	468210	615540650.228568
46821	468220	615545445.668079
46822	468230	615550240.998212
46823	468240	615555036.218977
46824	468250	615559831.33037
46825	468260	615564626.332398
46826	468270	615569421.225066
46827	468280	615574216.008369
46828	468290	615579010.682319
46829	468300	615583805.24692
46830	468310	615588599.702172
46831	468320	615593394.04808
46832	468330	615598188.284644
46833	468340	615602982.411871
46834	468350	615607776.429766
46835	468360	615612570.338335
46836	468370	615617364.13758
46837	468380	615622157.8275
46838	468390	615626951.408098
46839	468400	615631744.87938
46840	468410	615636538.241355
46841	468420	615641331.494017
46842	468430	615646124.637373
46843	468440	615650917.671429
46844	468450	615655710.596191
46845	468460	615660503.41166
46846	468470	615665296.117837
46847	468480	615670088.714726
46848	468490	615674881.202332
46849	468500	615679673.580658
46850	468510	615684465.849706
46851	468520	615689258.009483
46852	468530	615694050.05999
46853	468540	615698842.001233
46854	468550	615703633.833212
46855	468560	615708425.555935
46856	468570	615713217.169405
46857	468580	615718008.673621
46858	468590	615722800.068596
46859	468600	615727591.354324
46860	468610	615732382.530814
46861	468620	615737173.598064
46862	468630	615741964.556081
46863	468640	615746755.404868
46864	468650	615751546.144431
46865	468660	615756336.774766
46866	468670	615761127.295886
46867	468680	615765917.707787
46868	468690	615770708.010478
46869	468700	615775498.203964
46870	468710	615780288.288249
46871	468720	615785078.263327
46872	468730	615789868.129209
46873	468740	615794657.885896
46874	468750	615799447.533398
46875	468760	615804237.071708
46876	468770	615809026.500838
46877	468780	615813815.820785
46878	468790	615818605.031559
46879	468800	615823394.13316
46880	468810	615828183.12559
46881	468820	615832972.00886
46882	468830	615837760.782964
46883	468840	615842549.44791
46884	468850	615847338.003702
46885	468860	615852126.450343
46886	468870	615856914.787836
46887	468880	615861703.016191
46888	468890	615866491.135402
46889	468900	615871279.145473
46890	468910	615876067.046414
46891	468920	615880854.838227
46892	468930	615885642.520914
46893	468940	615890430.094477
46894	468950	615895217.558922
46895	468960	615900004.914251
46896	468970	615904792.16047
46897	468980	615909579.29758
46898	468990	615914366.325584
46899	469000	615919153.24449
46900	469010	615923940.054295
46901	469020	615928726.755006
46902	469030	615933513.346626
46903	469040	615938299.82916
46904	469050	615943086.202612
46905	469060	615947872.466987
46906	469070	615952658.622284
46907	469080	615957444.66851
46908	469090	615962230.605666
46909	469100	615967016.433756
46910	469110	615971802.152787
46911	469120	615976587.762757
46912	469130	615981373.263672
46913	469140	615986158.655535
46914	469150	615990943.938357
46915	469160	615995729.112132
46916	469170	616000514.176865
46917	469180	616005299.132561
46918	469190	616010083.979224
46919	469200	616014868.716858
46920	469210	616019653.345464
46921	469220	616024437.865047
46922	469230	616029222.275611
46923	469240	616034006.577165
46924	469250	616038790.769702
46925	469260	616043574.853235
46926	469270	616048358.827764
46927	469280	616053142.69329
46928	469290	616057926.449817
46929	469300	616062710.097351
46930	469310	616067493.635898
46931	469320	616072277.065454
46932	469330	616077060.386025
46933	469340	616081843.597615
46934	469350	616086626.700234
46935	469360	616091409.693881
46936	469370	616096192.578557
46937	469380	616100975.354269
46938	469390	616105758.021019
46939	469400	616110540.578809
46940	469410	616115323.027643
46941	469420	616120105.367528
46942	469430	616124887.598467
46943	469440	616129669.720459
46944	469450	616134451.733507
46945	469460	616139233.637621
46946	469470	616144015.432802
46947	469480	616148797.119051
46948	469490	616153578.696378
46949	469500	616158360.164782
46950	469510	616163141.524267
46951	469520	616167922.774838
46952	469530	616172703.916492
46953	469540	616177484.949242
46954	469550	616182265.873087
46955	469560	616187046.68803
46956	469570	616191827.394074
46957	469580	616196607.991228
46958	469590	616201388.479486
46959	469600	616206168.85886
46960	469610	616210949.129347
46961	469620	616215729.290958
46962	469630	616220509.343692
46963	469640	616225289.28755
46964	469650	616230069.12254
46965	469660	616234848.848664
46966	469670	616239628.465925
46967	469680	616244407.974328
46968	469690	616249187.37388
46969	469700	616253966.664573
46970	469710	616258745.846425
46971	469720	616263524.919431
46972	469730	616268303.883594
46973	469740	616273082.738919
46974	469750	616277861.485416
46975	469760	616282640.123077
46976	469770	616287418.651914
46977	469780	616292197.071929
46978	469790	616296975.383122
46979	469800	616301753.5855
46980	469810	616306531.679065
46981	469820	616311309.663824
46982	469830	616316087.539775
46983	469840	616320865.306925
46984	469850	616325642.965277
46985	469860	616330420.514836
46986	469870	616335197.955605
46987	469880	616339975.287582
46988	469890	616344752.510773
46989	469900	616349529.625185
46990	469910	616354306.63082
46991	469920	616359083.527684
46992	469930	616363860.315778
46993	469940	616368636.995104
46994	469950	616373413.565671
46995	469960	616378190.027477
46996	469970	616382966.380525
46997	469980	616387742.624822
46998	469990	616392518.760372
46999	470000	616397294.787176
47000	470010	616402070.705238
47001	470020	616406846.514563
47002	470030	616411622.215155
47003	470040	616416397.807017
47004	470050	616421173.290152
47005	470060	616425948.664559
47006	470070	616430723.930249
47007	470080	616435499.087227
47008	470090	616440274.135486
47009	470100	616445049.075036
47010	470110	616449823.905882
47011	470120	616454598.628026
47012	470130	616459373.241472
47013	470140	616464147.746223
47014	470150	616468922.14228
47015	470160	616473696.429651
47016	470170	616478470.608339
47017	470180	616483244.678344
47018	470190	616488018.639673
47019	470200	616492792.492327
47020	470210	616497566.236311
47021	470220	616502339.871624
47022	470230	616507113.398277
47023	470240	616511886.816272
47024	470250	616516660.125606
47025	470260	616521433.32629
47026	470270	616526206.418323
47027	470280	616530979.401713
47028	470290	616535752.276462
47029	470300	616540525.042573
47030	470310	616545297.700049
47031	470320	616550070.248892
47032	470330	616554842.689109
47033	470340	616559615.020703
47034	470350	616564387.243675
47035	470360	616569159.358029
47036	470370	616573931.363767
47037	470380	616578703.260896
47038	470390	616583475.049422
47039	470400	616588246.729344
47040	470410	616593018.300669
47041	470420	616597789.763395
47042	470430	616602561.117528
47043	470440	616607332.36307
47044	470450	616612103.50003
47045	470460	616616874.528407
47046	470470	616621645.448205
47047	470480	616626416.259433
47048	470490	616631186.962085
47049	470500	616635957.55617
47050	470510	616640728.041693
47051	470520	616645498.418654
47052	470530	616650268.68706
47053	470540	616655038.846911
47054	470550	616659808.898214
47055	470560	616664578.840972
47056	470570	616669348.675188
47057	470580	616674118.400863
47058	470590	616678888.018
47059	470600	616683657.526609
47060	470610	616688426.926687
47061	470620	616693196.218241
47062	470630	616697965.401274
47063	470640	616702734.47579
47064	470650	616707503.44179
47065	470660	616712272.299278
47066	470670	616717041.048262
47067	470680	616721809.68874
47068	470690	616726578.220718
47069	470700	616731346.644196
47070	470710	616736114.959185
47071	470720	616740883.165685
47072	470730	616745651.2637
47073	470740	616750419.253229
47074	470750	616755187.13428
47075	470760	616759954.906859
47076	470770	616764722.570961
47077	470780	616769490.126595
47078	470790	616774257.573764
47079	470800	616779024.912476
47080	470810	616783792.142727
47081	470820	616788559.264522
47082	470830	616793326.277865
47083	470840	616798093.182765
47084	470850	616802859.979224
47085	470860	616807626.667238
47086	470870	616812393.246818
47087	470880	616817159.717963
47088	470890	616821926.080679
47089	470900	616826692.33497
47090	470910	616831458.480839
47091	470920	616836224.51829
47092	470930	616840990.447324
47093	470940	616845756.267944
47094	470950	616850521.980159
47095	470960	616855287.583969
47096	470970	616860053.079381
47097	470980	616864818.466394
47098	470990	616869583.74501
47099	471000	616874348.915235
47100	471010	616879113.977075
47101	471020	616883878.930529
47102	471030	616888643.775602
47103	471040	616893408.512303
47104	471050	616898173.140628
47105	471060	616902937.660583
47106	471070	616907702.072177
47107	471080	616912466.375409
47108	471090	616917230.570277
47109	471100	616921994.656795
47110	471110	616926758.634958
47111	471120	616931522.504776
47112	471130	616936286.266247
47113	471140	616941049.919374
47114	471150	616945813.464166
47115	471160	616950576.900623
47116	471170	616955340.22875
47117	471180	616960103.44855
47118	471190	616964866.560026
47119	471200	616969629.563183
47120	471210	616974392.458021
47121	471220	616979155.244548
47122	471230	616983917.922767
47123	471240	616988680.49268
47124	471250	616993442.95429
47125	471260	616998205.307601
47126	471270	617002967.552619
47127	471280	617007729.689342
47128	471290	617012491.717777
47129	471300	617017253.637929
47130	471310	617022015.4498
47131	471320	617026777.153391
47132	471330	617031538.748711
47133	471340	617036300.235759
47134	471350	617041061.614543
47135	471360	617045822.885062
47136	471370	617050584.047318
47137	471380	617055345.10132
47138	471390	617060106.047068
47139	471400	617064866.884568
47140	471410	617069627.613822
47141	471420	617074388.234834
47142	471430	617079148.74761
47143	471440	617083909.152148
47144	471450	617088669.448453
47145	471460	617093429.636532
47146	471470	617098189.716385
47147	471480	617102949.688016
47148	471490	617107709.551431
47149	471500	617112469.30663
47150	471510	617117228.953621
47151	471520	617121988.492405
47152	471530	617126747.922985
47153	471540	617131507.245366
47154	471550	617136266.45955
47155	471560	617141025.565538
47156	471570	617145784.56334
47157	471580	617150543.452957
47158	471590	617155302.234388
47159	471600	617160060.907641
47160	471610	617164819.472719
47161	471620	617169577.929621
47162	471630	617174336.278363
47163	471640	617179094.518934
47164	471650	617183852.651347
47165	471660	617188610.675602
47166	471670	617193368.591704
47167	471680	617198126.399653
47168	471690	617202884.099456
47169	471700	617207641.691116
47170	471710	617212399.174636
47171	471720	617217156.55002
47172	471730	617221913.817269
47173	471740	617226670.976392
47174	471750	617231428.02739
47175	471760	617236184.970263
47176	471770	617240941.805017
47177	471780	617245698.531654
47178	471790	617250455.15018
47179	471800	617255211.660601
47180	471810	617259968.062916
47181	471820	617264724.357127
47182	471830	617269480.543244
47183	471840	617274236.621262
47184	471850	617278992.591189
47185	471860	617283748.453029
47186	471870	617288504.206786
47187	471880	617293259.852464
47188	471890	617298015.390065
47189	471900	617302770.819592
47190	471910	617307526.141053
47191	471920	617312281.354447
47192	471930	617317036.459774
47193	471940	617321791.457045
47194	471950	617326546.34626
47195	471960	617331301.127422
47196	471970	617336055.800538
47197	471980	617340810.36561
47198	471990	617345564.822639
47199	472000	617350319.171627
47200	472010	617355073.412584
47201	472020	617359827.545509
47202	472030	617364581.570406
47203	472040	617369335.487281
47204	472050	617374089.296134
47205	472060	617378842.996968
47206	472070	617383596.589789
47207	472080	617388350.0746
47208	472090	617393103.451408
47209	472100	617397856.720211
47210	472110	617402609.881014
47211	472120	617407362.933823
47212	472130	617412115.878638
47213	472140	617416868.715467
47214	472150	617421621.444311
47215	472160	617426374.065173
47216	472170	617431126.578054
47217	472180	617435878.982963
47218	472190	617440631.279896
47219	472200	617445383.468864
47220	472210	617450135.549868
47221	472220	617454887.522911
47222	472230	617459639.387998
47223	472240	617464391.145134
47224	472250	617469142.794318
47225	472260	617473894.335555
47226	472270	617478645.768851
47227	472280	617483397.094202
47228	472290	617488148.31162
47229	472300	617492899.421106
47230	472310	617497650.422661
47231	472320	617502401.316291
47232	472330	617507152.102003
47233	472340	617511902.779791
47234	472350	617516653.349666
47235	472360	617521403.811634
47236	472370	617526154.165688
47237	472380	617530904.411842
47238	472390	617535654.550092
47239	472400	617540404.580444
47240	472410	617545154.502903
47241	472420	617549904.317471
47242	472430	617554654.024153
47243	472440	617559403.622956
47244	472450	617564153.113876
47245	472460	617568902.49692
47246	472470	617573651.772092
47247	472480	617578400.939392
47248	472490	617583149.998827
47249	472500	617587898.950398
47250	472510	617592647.794111
47251	472520	617597396.529969
47252	472530	617602145.157975
47253	472540	617606893.678133
47254	472550	617611642.090447
47255	472560	617616390.394919
47256	472570	617621138.59155
47257	472580	617625886.68035
47258	472590	617630634.661322
47259	472600	617635382.534466
47260	472610	617640130.299783
47261	472620	617644877.95728
47262	472630	617649625.50696
47263	472640	617654372.948826
47264	472650	617659120.282882
47265	472660	617663867.509134
47266	472670	617668614.627584
47267	472680	617673361.638236
47268	472690	617678108.541089
47269	472700	617682855.336155
47270	472710	617687602.023429
47271	472720	617692348.60292
47272	472730	617697095.074627
47273	472740	617701841.438557
47274	472750	617706587.694713
47275	472760	617711333.843098
47276	472770	617716079.883714
47277	472780	617720825.816564
47278	472790	617725571.641657
47279	472800	617730317.358991
47280	472810	617735062.968571
47281	472820	617739808.4704
47282	472830	617744553.86448
47283	472840	617749299.150821
47284	472850	617754044.329422
47285	472860	617758789.400284
47286	472870	617763534.363413
47287	472880	617768279.218813
47288	472890	617773023.966486
47289	472900	617777768.606439
47290	472910	617782513.138673
47291	472920	617787257.563192
47292	472930	617792001.880002
47293	472940	617796746.089103
47294	472950	617801490.1905
47295	472960	617806234.184191
47296	472970	617810978.070186
47297	472980	617815721.848489
47298	472990	617820465.519101
47299	473000	617825209.082029
47300	473010	617829952.537271
47301	473020	617834695.884832
47302	473030	617839439.124715
47303	473040	617844182.256925
47304	473050	617848925.281469
47305	473060	617853668.198344
47306	473070	617858411.007559
47307	473080	617863153.709112
47308	473090	617867896.30301
47309	473100	617872638.789255
47310	473110	617877381.167854
47311	473120	617882123.438808
47312	473130	617886865.602118
47313	473140	617891607.657789
47314	473150	617896349.60583
47315	473160	617901091.446237
47316	473170	617905833.179014
47317	473180	617910574.804168
47318	473190	617915316.3217
47319	473200	617920057.731614
47320	473210	617924799.033917
47321	473220	617929540.228611
47322	473230	617934281.315695
47323	473240	617939022.295176
47324	473250	617943763.167058
47325	473260	617948503.931346
47326	473270	617953244.588044
47327	473280	617957985.13715
47328	473290	617962725.57867
47329	473300	617967465.912604
47330	473310	617972206.138961
47331	473320	617976946.257745
47332	473330	617981686.268956
47333	473340	617986426.172601
47334	473350	617991165.96868
47335	473360	617995905.657198
47336	473370	618000645.238159
47337	473380	618005384.711565
47338	473390	618010124.077422
47339	473400	618014863.335726
47340	473410	618019602.486491
47341	473420	618024341.529716
47342	473430	618029080.465401
47343	473440	618033819.293551
47344	473450	618038558.014171
47345	473460	618043296.627269
47346	473470	618048035.132839
47347	473480	618052773.530897
47348	473490	618057511.821439
47349	473500	618062250.004466
47350	473510	618066988.07998
47351	473520	618071726.047991
47352	473530	618076463.908502
47353	473540	618081201.661515
47354	473550	618085939.307031
47355	473560	618090676.845058
47356	473570	618095414.275595
47357	473580	618100151.59865
47358	473590	618104888.814222
47359	473600	618109625.922318
47360	473610	618114362.92294
47361	473620	618119099.816094
47362	473630	618123836.601777
47363	473640	618128573.279996
47364	473650	618133309.850754
47365	473660	618138046.314059
47366	473670	618142782.669914
47367	473680	618147518.918315
47368	473690	618152255.059273
47369	473700	618156991.092788
47370	473710	618161727.018864
47371	473720	618166462.8375
47372	473730	618171198.548704
47373	473740	618175934.152483
47374	473750	618180669.648835
47375	473760	618185405.037764
47376	473770	618190140.319278
47377	473780	618194875.493379
47378	473790	618199610.560063
47379	473800	618204345.51934
47380	473810	618209080.371213
47381	473820	618213815.115687
47382	473830	618218549.752761
47383	473840	618223284.282443
47384	473850	618228018.704733
47385	473860	618232753.01964
47386	473870	618237487.22716
47387	473880	618242221.327299
47388	473890	618246955.320064
47389	473900	618251689.205457
47390	473910	618256422.983481
47391	473920	618261156.654138
47392	473930	618265890.217435
47393	473940	618270623.673373
47394	473950	618275357.021955
47395	473960	618280090.263186
47396	473970	618284823.397064
47397	473980	618289556.423597
47398	473990	618294289.342791
47399	474000	618299022.154646
47400	474010	618303754.859167
47401	474020	618308487.456357
47402	474030	618313219.94622
47403	474040	618317952.32876
47404	474050	618322684.603979
47405	474060	618327416.771879
47406	474070	618332148.832466
47407	474080	618336880.785741
47408	474090	618341612.631707
47409	474100	618346344.370377
47410	474110	618351076.001747
47411	474120	618355807.525816
47412	474130	618360538.942595
47413	474140	618365270.252082
47414	474150	618370001.454285
47415	474160	618374732.549208
47416	474170	618379463.536847
47417	474180	618384194.417214
47418	474190	618388925.19031
47419	474200	618393655.856135
47420	474210	618398386.414695
47421	474220	618403116.865998
47422	474230	618407847.210039
47423	474240	618412577.446827
47424	474250	618417307.576364
47425	474260	618422037.598653
47426	474270	618426767.5137
47427	474280	618431497.32151
47428	474290	618436227.022078
47429	474300	618440956.615416
47430	474310	618445686.101522
47431	474320	618450415.480398
47432	474330	618455144.752055
47433	474340	618459873.916492
47434	474350	618464602.973714
47435	474360	618469331.92372
47436	474370	618474060.76652
47437	474380	618478789.502111
47438	474390	618483518.130498
47439	474400	618488246.651689
47440	474410	618492975.065683
47441	474420	618497703.372487
47442	474430	618502431.572101
47443	474440	618507159.664531
47444	474450	618511887.649781
47445	474460	618516615.527849
47446	474470	618521343.298748
47447	474480	618526070.962473
47448	474490	618530798.519033
47449	474500	618535525.968428
47450	474510	618540253.310659
47451	474520	618544980.545733
47452	474530	618549707.673652
47453	474540	618554434.694424
47454	474550	618559161.608048
47455	474560	618563888.41453
47456	474570	618568615.113874
47457	474580	618573341.70608
47458	474590	618578068.191152
47459	474600	618582794.569098
47460	474610	618587520.839914
47461	474620	618592247.00361
47462	474630	618596973.060186
47463	474640	618601699.009649
47464	474650	618606424.851996
47465	474660	618611150.587233
47466	474670	618615876.215368
47467	474680	618620601.736401
47468	474690	618625327.150335
47469	474700	618630052.457178
47470	474710	618634777.656927
47471	474720	618639502.749588
47472	474730	618644227.735168
47473	474740	618648952.613664
47474	474750	618653677.385082
47475	474760	618658402.049429
47476	474770	618663126.606702
47477	474780	618667851.05691
47478	474790	618672575.400056
47479	474800	618677299.636139
47480	474810	618682023.765168
47481	474820	618686747.787145
47482	474830	618691471.702073
47483	474840	618696195.509954
47484	474850	618700919.210793
47485	474860	618705642.804589
47486	474870	618710366.29135
47487	474880	618715089.671084
47488	474890	618719812.943787
47489	474900	618724536.109464
47490	474910	618729259.168119
47491	474920	618733982.119755
47492	474930	618738704.964378
47493	474940	618743427.70199
47494	474950	618748150.332592
47495	474960	618752872.856188
47496	474970	618757595.272786
47497	474980	618762317.582385
47498	474990	618767039.78499
47499	475000	618771761.880606
47500	475010	618776483.869233
47501	475020	618781205.750876
47502	475030	618785927.525538
47503	475040	618790649.193225
47504	475050	618795370.753943
47505	475060	618800092.207682
47506	475070	618804813.554461
47507	475080	618809534.794276
47508	475090	618814255.927131
47509	475100	618818976.953029
47510	475110	618823697.871976
47511	475120	618828418.683975
47512	475130	618833139.389027
47513	475140	618837859.987136
47514	475150	618842580.478308
47515	475160	618847300.862549
47516	475170	618852021.139853
47517	475180	618856741.31023
47518	475190	618861461.373679
47519	475200	618866181.330211
47520	475210	618870901.179822
47521	475220	618875620.922517
47522	475230	618880340.558305
47523	475240	618885060.087185
47524	475250	618889779.509162
47525	475260	618894498.824239
47526	475270	618899218.032417
47527	475280	618903937.133703
47528	475290	618908656.128096
47529	475300	618913375.015606
47530	475310	618918093.796233
47531	475320	618922812.46998
47532	475330	618927531.036847
47533	475340	618932249.496842
47534	475350	618936967.849969
47535	475360	618941686.09623
47536	475370	618946404.235626
47537	475380	618951122.268165
47538	475390	618955840.193849
47539	475400	618960558.012684
47540	475410	618965275.724664
47541	475420	618969993.3298
47542	475430	618974710.828096
47543	475440	618979428.21955
47544	475450	618984145.504171
47545	475460	618988862.681962
47546	475470	618993579.752925
47547	475480	618998296.717062
47548	475490	619003013.574379
47549	475500	619007730.324882
47550	475510	619012446.968569
47551	475520	619017163.505443
47552	475530	619021879.935514
47553	475540	619026596.258777
47554	475550	619031312.475242
47555	475560	619036028.584909
47556	475570	619040744.587781
47557	475580	619045460.483863
47558	475590	619050176.273162
47559	475600	619054891.95568
47560	475610	619059607.531416
47561	475620	619064323.00038
47562	475630	619069038.362567
47563	475640	619073753.617987
47564	475650	619078468.76664
47565	475660	619083183.80853
47566	475670	619087898.743663
47567	475680	619092613.57204
47568	475690	619097328.293662
47569	475700	619102042.90854
47570	475710	619106757.416673
47571	475720	619111471.818066
47572	475730	619116186.112718
47573	475740	619120900.300635
47574	475750	619125614.38182
47575	475760	619130328.356277
47576	475770	619135042.224011
47577	475780	619139755.985021
47578	475790	619144469.639315
47579	475800	619149183.186897
47580	475810	619153896.627768
47581	475820	619158609.961933
47582	475830	619163323.189395
47583	475840	619168036.310157
47584	475850	619172749.324219
47585	475860	619177462.231591
47586	475870	619182175.032269
47587	475880	619186887.726263
47588	475890	619191600.313573
47589	475900	619196312.794202
47590	475910	619201025.168157
47591	475920	619205737.435443
47592	475930	619210449.596057
47593	475940	619215161.650005
47594	475950	619219873.597293
47595	475960	619224585.437923
47596	475970	619229297.171893
47597	475980	619234008.799216
47598	475990	619238720.319889
47599	476000	619243431.733916
47600	476010	619248143.0413
47601	476020	619252854.242048
47602	476030	619257565.33616
47603	476040	619262276.323641
47604	476050	619266987.204502
47605	476060	619271697.978735
47606	476070	619276408.646345
47607	476080	619281119.207337
47608	476090	619285829.661719
47609	476100	619290540.009491
47610	476110	619295250.250654
47611	476120	619299960.385215
47612	476130	619304670.413174
47613	476140	619309380.334539
47614	476150	619314090.149309
47615	476160	619318799.857489
47616	476170	619323509.459079
47617	476180	619328218.954094
47618	476190	619332928.342528
47619	476200	619337637.624383
47620	476210	619342346.799664
47621	476220	619347055.868378
47622	476230	619351764.830526
47623	476240	619356473.686112
47624	476250	619361182.435138
47625	476260	619365891.077608
47626	476270	619370599.613524
47627	476280	619375308.042899
47628	476290	619380016.365726
47629	476300	619384724.582012
47630	476310	619389432.691759
47631	476320	619394140.694971
47632	476330	619398848.591651
47633	476340	619403556.381803
47634	476350	619408264.065433
47635	476360	619412971.642538
47636	476370	619417679.11313
47637	476380	619422386.477207
47638	476390	619427093.734775
47639	476400	619431800.885835
47640	476410	619436507.930393
47641	476420	619441214.868447
47642	476430	619445921.700004
47643	476440	619450628.425071
47644	476450	619455335.043648
47645	476460	619460041.555737
47646	476470	619464747.961343
47647	476480	619469454.260469
47648	476490	619474160.45312
47649	476500	619478866.539301
47650	476510	619483572.519012
47651	476520	619488278.392256
47652	476530	619492984.159039
47653	476540	619497689.819361
47654	476550	619502395.37323
47655	476560	619507100.820645
47656	476570	619511806.161614
47657	476580	619516511.396135
47658	476590	619521216.524214
47659	476600	619525921.545859
47660	476610	619530626.461066
47661	476620	619535331.269843
47662	476630	619540035.972191
47663	476640	619544740.568112
47664	476650	619549445.057617
47665	476660	619554149.4407
47666	476670	619558853.717366
47667	476680	619563557.887625
47668	476690	619568261.951474
47669	476700	619572965.908925
47670	476710	619577669.759971
47671	476720	619582373.504626
47672	476730	619587077.142883
47673	476740	619591780.674752
47674	476750	619596484.100235
47675	476760	619601187.419332
47676	476770	619605890.632051
47677	476780	619610593.738389
47678	476790	619615296.738361
47679	476800	619619999.631961
47680	476810	619624702.419194
47681	476820	619629405.100063
47682	476830	619634107.674574
47683	476840	619638810.142727
47684	476850	619643512.504534
47685	476860	619648214.759991
47686	476870	619652916.909102
47687	476880	619657618.951871
47688	476890	619662320.888297
47689	476900	619667022.718394
47690	476910	619671724.442155
47691	476920	619676426.059588
47692	476930	619681127.570696
47693	476940	619685828.975482
47694	476950	619690530.273952
47695	476960	619695231.466108
47696	476970	619699932.551952
47697	476980	619704633.531488
47698	476990	619709334.404719
47699	477000	619714035.171652
47700	477010	619718735.832283
47701	477020	619723436.386621
47702	477030	619728136.834669
47703	477040	619732837.176427
47704	477050	619737537.411904
47705	477060	619742237.5411
47706	477070	619746937.564023
47707	477080	619751637.480667
47708	477090	619756337.291043
47709	477100	619761036.995154
47710	477110	619765736.593001
47711	477120	619770436.084592
47712	477130	619775135.469922
47713	477140	619779834.749
47714	477150	619784533.921828
47715	477160	619789232.988414
47716	477170	619793931.948754
47717	477180	619798630.802856
47718	477190	619803329.550723
47719	477200	619808028.192358
47720	477210	619812726.727763
47721	477220	619817425.156942
47722	477230	619822123.479901
47723	477240	619826821.696642
47724	477250	619831519.807163
47725	477260	619836217.811476
47726	477270	619840915.709578
47727	477280	619845613.501475
47728	477290	619850311.187177
47729	477300	619855008.766679
47730	477310	619859706.239987
47731	477320	619864403.6071
47732	477330	619869100.868025
47733	477340	619873798.022764
47734	477350	619878495.071327
47735	477360	619883192.013708
47736	477370	619887888.849918
47737	477380	619892585.579955
47738	477390	619897282.203827
47739	477400	619901978.721537
47740	477410	619906675.133087
47741	477420	619911371.438477
47742	477430	619916067.637715
47743	477440	619920763.730802
47744	477450	619925459.717745
47745	477460	619930155.598544
47746	477470	619934851.373203
47747	477480	619939547.041727
47748	477490	619944242.604115
47749	477500	619948938.060377
47750	477510	619953633.410513
47751	477520	619958328.654525
47752	477530	619963023.792416
47753	477540	619967718.824194
47754	477550	619972413.749861
47755	477560	619977108.569417
47756	477570	619981803.28287
47757	477580	619986497.89022
47758	477590	619991192.391473
47759	477600	619995886.786629
47760	477610	620000581.07569
47761	477620	620005275.258664
47762	477630	620009969.335554
47763	477640	620014663.306361
47764	477650	620019357.171092
47765	477660	620024050.929748
47766	477670	620028744.58233
47767	477680	620033438.128844
47768	477690	620038131.569295
47769	477700	620042824.903688
47770	477710	620047518.132021
47771	477720	620052211.254302
47772	477730	620056904.270532
47773	477740	620061597.180715
47774	477750	620066289.984851
47775	477760	620070982.682947
47776	477770	620075675.275009
47777	477780	620080367.761036
47778	477790	620085060.141031
47779	477800	620089752.415002
47780	477810	620094444.582948
47781	477820	620099136.644871
47782	477830	620103828.600779
47783	477840	620108520.450674
47784	477850	620113212.194561
47785	477860	620117903.832443
47786	477870	620122595.36432
47787	477880	620127286.790199
47788	477890	620131978.110081
47789	477900	620136669.323972
47790	477910	620141360.431872
47791	477920	620146051.433789
47792	477930	620150742.329723
47793	477940	620155433.119675
47794	477950	620160123.803655
47795	477960	620164814.381661
47796	477970	620169504.853699
47797	477980	620174195.219768
47798	477990	620178885.479879
47799	478000	620183575.634028
47800	478010	620188265.682227
47801	478020	620192955.624473
47802	478030	620197645.460772
47803	478040	620202335.191124
47804	478050	620207024.815533
47805	478060	620211714.334002
47806	478070	620216403.746541
47807	478080	620221093.053148
47808	478090	620225782.253826
47809	478100	620230471.348582
47810	478110	620235160.337415
47811	478120	620239849.220329
47812	478130	620244537.997332
47813	478140	620249226.668427
47814	478150	620253915.233611
47815	478160	620258603.692892
47816	478170	620263292.046271
47817	478180	620267980.293754
47818	478190	620272668.435341
47819	478200	620277356.471039
47820	478210	620282044.400854
47821	478220	620286732.224783
47822	478230	620291419.942836
