t	protein
3900	15293879.3348214
3920	15373482.4902784
3940	15452944.5571088
3960	15532266.1148519
3980	15611447.7422654
4000	15690490.0172113
4020	15769393.5165473
4040	15848158.8160244
4060	15926786.4901893
4080	16005277.1122921
4100	16083631.2541992
4120	16161849.4863102
4140	16239932.3774796
4160	16317880.494943
4180	16395694.4042468
4200	16473374.6691826
4220	16550921.851724
4240	16628336.5119685
4260	16705619.2080818
4280	16782770.4962456
4300	16859790.9306085
4320	16936681.0632399
4340	17013441.4440868
4360	17090072.6209328
4380	17166575.139361
4400	17242949.5427173
4420	17319196.3720783
4440	17395316.1662198
4460	17471309.4615881
4480	17547176.7922736
4500	17622918.6899858
4520	17698535.6840307
4540	17774028.3012896
4560	17849397.0661999
4580	17924642.5007371
4600	17999765.1243992
4620	18074765.4541918
4640	18149644.0046148
4660	18224401.2876508
4680	18299037.8127545
4700	18373554.0868432
4720	18447950.6142889
4740	18522227.8969115
4760	18596386.4339724
4780	18670426.7221701
4800	18744349.255636
4820	18818154.5259314
4840	18891843.0220459
4860	18965415.2303956
4880	19038871.634823
4900	19112212.7165973
4920	19185438.9544154
4940	19258550.8244037
4960	19331548.8001207
4980	19404433.35256
5000	19477204.9501537
5020	19549864.0587772
5040	19622411.1417535
5060	19694846.6598587
5080	19767171.0713278
5100	19839384.831861
5120	19911488.3946301
5140	19983482.2102863
5160	20055366.726967
5180	20127142.3903038
5200	20198809.6434312
5220	20270368.9269949
5240	20341820.6791604
5260	20413165.3356227
5280	20484403.3296155
5300	20555535.0919209
5320	20626561.0508798
5340	20697481.6324016
5360	20768297.2599748
5380	20839008.3546778
5400	20909615.3351899
5420	20980118.617802
5440	21050518.616428
5460	21120815.7426159
5480	21191010.4055599
5500	21261103.0121115
5520	21331093.9667916
5540	21400983.6718022
5560	21470772.5270385
5580	21540460.9301011
5600	21610049.2763083
5620	21679537.9587078
5640	21748927.36809
5660	21818217.8929995
5680	21887409.9197483
5700	21956503.832428
5720	22025500.0129226
5740	22094398.840921
5760	22163200.6939296
5780	22231905.9472854
5800	22300514.9741684
5820	22369028.1456142
5840	22437445.8305275
5860	22505768.3956942
5880	22573996.2057943
5900	22642129.6234151
5920	22710169.0090636
5940	22778114.7211794
5960	22845967.1161477
5980	22913726.5483117
6000	22981393.3699856
6020	23048967.9314675
6040	23116450.5810516
6060	23183841.6650415
6080	23251141.5277624
6100	23318350.5115739
6120	23385468.9568828
6140	23452497.2021554
6160	23519435.5839301
6180	23586284.4368299
6200	23653044.0935751
6220	23719714.8849951
6240	23786297.1400414
6260	23852791.1857997
6280	23919197.3475019
6300	23985515.9485389
6320	24051747.3104721
6340	24117891.7530461
6360	24183949.5942002
6380	24249921.1500809
6400	24315806.7350538
6420	24381606.661715
6440	24447321.2409034
6460	24512950.7817126
6480	24578495.5915021
6500	24643955.9759093
6520	24709332.238861
6540	24774624.6825851
6560	24839833.6076217
6580	24904959.3128349
6600	24970002.0954237
6620	25034962.2509338
6640	25099840.0732685
6660	25164635.8546997
6680	25229349.8858792
6700	25293982.4558499
6720	25358533.8520563
6740	25423004.3603554
6760	25487394.2650282
6780	25551703.8487895
6800	25615933.3927991
6820	25680083.1766725
6840	25744153.4784909
6860	25808144.5748124
6880	25872056.7406818
6900	25935890.2496411
6920	25999645.37374
6940	26063322.3835457
6960	26126921.5481534
6980	26190443.1351962
7000	26253887.4108551
7020	26317254.6398687
7040	26380545.0855435
7060	26443759.0097634
7080	26506896.6729994
7100	26569958.3343194
7120	26632944.2513977
7140	26695854.6805246
7160	26758689.8766156
7180	26821450.0932211
7200	26884135.5825356
7220	26946746.5954069
7240	27009283.3813454
7260	27071746.1885329
7280	27134135.263832
7300	27196450.8527952
7320	27258693.1996733
7340	27320862.5474246
7360	27382959.1377239
7380	27444983.2109707
7400	27506935.0062982
7420	27568814.761582
7440	27630622.7134482
7460	27692359.0972825
7480	27754024.147238
7500	27815618.0962439
7520	27877141.1760137
7540	27938593.6170534
7560	27999975.6486698
7580	28061287.4989784
7600	28122529.3949115
7620	28183701.5622264
7640	28244804.2255129
7660	28305837.6082015
7680	28366801.9325714
7700	28427697.4197574
7720	28488524.2897586
7740	28549282.7614453
7760	28609973.052567
7780	28670595.3797597
7800	28731149.9585535
7820	28791637.0033796
7840	28852056.7275783
7860	28912409.3434058
7880	28972695.0620416
7900	29032914.0935955
7920	29093066.6471152
7940	29153152.9305926
7960	29213173.1509716
7980	29273127.5141546
8000	29333016.2250095
8020	29392839.4873765
8040	29452597.5040752
8060	29512290.476911
8080	29571918.6066817
8100	29631482.0931849
8120	29690981.1352236
8140	29750415.9306133
8160	29809786.6761886
8180	29869093.5678092
8200	29928336.8003669
8220	29987516.5677912
8240	30046633.0630562
8260	30105686.4781867
8280	30164677.0042644
8300	30223604.8314336
8320	30282470.1489082
8340	30341273.1449771
8360	30400014.0070103
8380	30458692.921465
8400	30517310.0738916
8420	30575865.6489393
8440	30634359.8303622
8460	30692792.8010249
8480	30751164.7429083
8500	30809475.8371156
8520	30867726.2638772
8540	30925916.2025572
8560	30984045.8316584
8580	31042115.3288279
8600	31100124.8708629
8620	31158074.6337157
8640	31215964.7924994
8660	31273795.5214931
8680	31331566.9941476
8700	31389279.3830898
8720	31446932.8601292
8740	31504527.5962619
8760	31562063.7616764
8780	31619541.5257588
8800	31676961.0570974
8820	31734322.523488
8840	31791626.0919392
8860	31848871.9286769
8880	31906060.1991493
8900	31963191.0680321
8920	32020264.6992332
8940	32077281.2558973
8960	32134240.9004108
8980	32191143.7944068
9000	32247990.0987696
9020	32304779.9736391
9040	32361513.5784162
9060	32418191.0717664
9080	32474812.6116253
9100	32531378.3552023
9120	32587888.4589861
9140	32644343.0787481
9160	32700742.3695475
9180	32757086.4857355
9200	32813375.5809596
9220	32869609.8081683
9240	32925789.3196149
9260	32981914.2668618
9280	33037984.8007854
9300	33094001.0715794
9320	33149963.2287596
9340	33205871.4211679
9360	33261725.7969762
9380	33317526.5036908
9400	33373273.688156
9420	33428967.4965589
9440	33484608.0744324
9460	33540195.5666599
9480	33595730.1174789
9500	33651211.8704852
9520	33706640.9686364
9540	33762017.5542559
9560	33817341.7690369
9580	33872613.7540457
9600	33927833.649726
9620	33983001.5959024
9640	34038117.7317843
9660	34093182.1959689
9680	34148195.1264458
9700	34203156.6606001
9720	34258066.9352159
9740	34312926.0864802
9760	34367734.2499861
9780	34422491.5607367
9800	34477198.1531483
9820	34531854.161054
9840	34586459.7177072
9860	34641014.9557848
9880	34695520.0073908
9900	34749975.0040594
9920	34804380.0767589
9940	34858735.3558944
9960	34913040.9713114
9980	34967297.0522989
10000	35021503.7275931
10020	35075661.12538
10040	35129769.3732991
10060	35183828.5984461
10080	35237838.9273769
10100	35291800.4861094
10120	35345713.4001279
10140	35399577.7943856
10160	35453393.7933076
10180	35507161.5207941
10200	35560881.1002236
10220	35614552.6544556
10240	35668176.3058335
10260	35721752.1761879
10280	35775280.3868394
10300	35828761.0586015
10320	35882194.3117834
10340	35935580.266193
10360	35988919.0411397
10380	36042210.7554375
10400	36095455.5274072
10420	36148653.4748797
10440	36201804.7151988
10460	36254909.3652236
10480	36307967.5413316
10500	36360979.359421
10520	36413944.9349139
10540	36466864.3827587
10560	36519737.8174327
10580	36572565.3529448
10600	36625347.1028383
10620	36678083.1801933
10640	36730773.6976293
10660	36783418.7673077
10680	36836018.5009348
10700	36888573.0097637
10720	36941082.4045973
10740	36993546.7957905
10760	37045966.2932529
10780	37098341.0064511
10800	37150671.0444111
10820	37202956.515721
10840	37255197.5285332
10860	37307394.1905668
10880	37359546.6091102
10900	37411654.891023
10920	37463719.1427389
10940	37515739.4702676
10960	37567715.9791974
10980	37619648.7746973
11000	37671537.9615196
11020	37723383.6440015
11040	37775185.9260682
11060	37826944.9112345
11080	37878660.7026075
11100	37930333.4028883
11120	37981963.1143745
11140	38033549.9389625
11160	38085093.9781493
11180	38136595.333035
11200	38188054.1043246
11220	38239470.3923305
11240	38290844.2969742
11260	38342175.9177888
11280	38393465.3539208
11300	38444712.7041322
11320	38495918.0668025
11340	38547081.539931
11360	38598203.2211384
11380	38649283.2076695
11400	38700321.5963943
11420	38751318.4838107
11440	38802273.966046
11460	38853188.1388592
11480	38904061.0976427
11500	38954892.9374243
11520	39005683.7528695
11540	39056433.6382826
11560	39107142.6876092
11580	39157810.9944379
11600	39208438.6520025
11620	39259025.753183
11640	39309572.3905083
11660	39360078.6561579
11680	39410544.6419632
11700	39460970.4394097
11720	39511356.1396389
11740	39561701.8334498
11760	39612007.6113009
11780	39662273.5633117
11800	39712499.7792647
11820	39762686.3486071
11840	39812833.3604524
11860	39862940.9035821
11880	39913009.0664477
11900	39963037.9371719
11920	40013027.6035509
11940	40062978.1530555
11960	40112889.6728329
11980	40162762.2497087
12000	40212595.9701882
12020	40262390.9204581
12040	40312147.186388
12060	40361864.8535323
12080	40411544.0071316
12100	40461184.7321145
12120	40510787.1130985
12140	40560351.2343924
12160	40609877.1799977
12180	40659365.0336098
12200	40708814.8786195
12220	40758226.798115
12240	40807600.8748831
12260	40856937.1914107
12280	40906235.8298864
12300	40955496.8722021
12320	41004720.399954
12340	41053906.4944447
12360	41103055.2366843
12380	41152166.7073918
12400	41201240.9869967
12420	41250278.1556405
12440	41299278.2931779
12460	41348241.4791785
12480	41397167.7929278
12500	41446057.3134292
12520	41494910.1194046
12540	41543726.2892965
12560	41592505.9012693
12580	41641249.0332097
12600	41689955.7627296
12620	41738626.1671663
12640	41787260.3235842
12660	41835858.3087761
12680	41884420.1992647
12700	41932946.0713037
12720	41981436.0008792
12740	42029890.0637107
12760	42078308.3352531
12780	42126690.8906973
12800	42175037.8049717
12820	42223349.1527435
12840	42271625.0084201
12860	42319865.4461498
12880	42368070.5398241
12900	42416240.3630776
12920	42464374.9892903
12940	42512474.4915883
12960	42560538.9428451
12980	42608568.415683
13000	42656562.9824741
13020	42704522.7153414
13040	42752447.6861603
13060	42800337.9665594
13080	42848193.627922
13100	42896014.7413874
13120	42943801.3778512
13140	42991553.6079676
13160	43039271.5021496
13180	43086955.1305708
13200	43134604.5631661
13220	43182219.8696331
13240	43229801.1194328
13260	43277348.3817914
13280	43324861.7257006
13300	43372341.2199195
13320	43419786.9329751
13340	43467198.9331634
13360	43514577.2885509
13380	43561922.0669753
13400	43609233.3360468
13420	43656511.1631489
13440	43703755.6154396
13460	43750966.7598526
13480	43798144.663098
13500	43845289.3916636
13520	43892401.0118157
13540	43939479.5896005
13560	43986525.1908447
13580	44033537.8811567
13600	44080517.7259276
13620	44127464.7903322
13640	44174379.13933
13660	44221260.8376663
13680	44268109.9498725
13700	44314926.5402684
13720	44361710.6729616
13740	44408462.4118499
13760	44455181.8206211
13780	44501868.9627549
13800	44548523.9015231
13820	44595146.6999909
13840	44641737.4210178
13860	44688296.1272586
13880	44734822.8811641
13900	44781317.7449823
13920	44827780.780759
13940	44874212.0503391
13960	44920611.6153671
13980	44966979.5372881
14000	45013315.877349
14020	45059620.6965991
14040	45105894.0558911
14060	45152136.0158817
14080	45198346.637033
14100	45244525.9796129
14120	45290674.1036962
14140	45336791.0691652
14160	45382876.9357111
14180	45428931.7628343
14200	45474955.6098453
14220	45520948.5358658
14240	45566910.5998296
14260	45612841.860483
14280	45658742.376386
14300	45704612.2059128
14320	45750451.4072532
14340	45796260.0384126
14360	45842038.1572134
14380	45887785.8212957
14400	45933503.0881181
14420	45979190.014958
14440	46024846.6589133
14460	46070473.0769025
14480	46116069.3256655
14500	46161635.461765
14520	46207171.5415863
14540	46252677.621339
14560	46298153.7570572
14580	46343600.0046005
14600	46389016.4196544
14620	46434403.0577317
14640	46479759.9741726
14660	46525087.2241459
14680	46570384.8626495
14700	46615652.944511
14720	46660891.524389
14740	46706100.6567729
14760	46751280.3959847
14780	46796430.796179
14800	46841551.9113438
14820	46886643.7953013
14840	46931706.5017089
14860	46976740.0840593
14880	47021744.5956818
14900	47066720.0897425
14920	47111666.6192452
14940	47156584.2370322
14960	47201472.9957849
14980	47246332.9480244
15000	47291164.1461124
15020	47335966.6422515
15040	47380740.4884861
15060	47425485.7367033
15080	47470202.4386331
15100	47514890.6458491
15120	47559550.4097697
15140	47604181.7816583
15160	47648784.8126238
15180	47693359.5536217
15200	47737906.0554544
15220	47782424.368772
15240	47826914.5440729
15260	47871376.6317044
15280	47915810.6818634
15300	47960216.744597
15320	48004594.8698028
15340	48048945.1072303
15360	48093267.5064806
15380	48137562.1170078
15400	48181828.9881189
15420	48226068.1689749
15440	48270279.7085914
15460	48314463.6558389
15480	48358620.0594437
15500	48402748.967988
15520	48446850.4299114
15540	48490924.4935103
15560	48534971.2069395
15580	48578990.6182124
15600	48622982.7752013
15620	48666947.7256385
15640	48710885.5171165
15660	48754796.1970886
15680	48798679.8128698
15700	48842536.4116368
15720	48886366.040429
15740	48930168.7461489
15760	48973944.5755628
15780	49017693.5753012
15800	49061415.7918592
15820	49105111.2715973
15840	49148780.060742
15860	49192422.2053861
15880	49236037.7514893
15900	49279626.7448788
15920	49323189.2312499
15940	49366725.2561663
15960	49410234.8650609
15980	49453718.1032361
16000	49497175.0158645
16020	49540605.6479892
16040	49584010.0445246
16060	49627388.2502564
16080	49670740.309843
16100	49714066.267815
16120	49757366.1685765
16140	49800640.0564051
16160	49843887.9754527
16180	49887109.9697456
16200	49930306.0831858
16220	49973476.3595504
16240	50016620.8424931
16260	50059739.5755439
16280	50102832.6021102
16300	50145899.9654768
16320	50188941.7088068
16340	50231957.8751417
16360	50274948.5074021
16380	50317913.648388
16400	50360853.3407798
16420	50403767.6271378
16440	50446656.5499038
16460	50489520.1514004
16480	50532358.4738324
16500	50575171.559287
16520	50617959.4497338
16540	50660722.1870259
16560	50703459.8129001
16580	50746172.368977
16600	50788859.8967622
16620	50831522.4376462
16640	50874160.0329046
16660	50916772.7236994
16680	50959360.5510787
16700	51001923.5559773
16720	51044461.7792172
16740	51086975.2615085
16760	51129464.0434487
16780	51171928.1655244
16800	51214367.6681107
16820	51256782.5914724
16840	51299172.9757637
16860	51341538.8610293
16880	51383880.2872043
16900	51426197.2941151
16920	51468489.9214795
16940	51510758.2089067
16960	51553002.1958989
16980	51595221.9218504
17000	51637417.4260489
17020	51679588.7476754
17040	51721735.9258049
17060	51763858.9994066
17080	51805958.0073445
17100	51848032.9883777
17120	51890083.9811606
17140	51932111.0242437
17160	51974114.1560736
17180	52016093.4149935
17200	52058048.8392439
17220	52099980.4669624
17240	52141888.3361846
17260	52183772.4848445
17280	52225632.950774
17300	52267469.7717049
17320	52309282.9852675
17340	52351072.6289921
17360	52392838.7403092
17380	52434581.3565496
17400	52476300.5149447
17420	52517996.2526275
17440	52559668.6066323
17460	52601317.6138954
17480	52642943.3112553
17500	52684545.7354531
17520	52726124.9231329
17540	52767680.9108423
17560	52809213.7350324
17580	52850723.4320585
17600	52892210.0381803
17620	52933673.5895621
17640	52975114.1222733
17660	53016531.6722891
17680	53057926.2754901
17700	53099297.9676632
17720	53140646.7845018
17740	53181972.7616062
17760	53223275.9344837
17780	53264556.3385491
17800	53305814.0091252
17820	53347048.9814428
17840	53388261.2906414
17860	53429450.9717692
17880	53470618.0597835
17900	53511762.5895512
17920	53552884.595849
17940	53593984.1133638
17960	53635061.1766929
17980	53676115.8203444
18000	53717148.0787375
18020	53758157.9862029
18040	53799145.5769829
18060	53840110.8852318
18080	53881053.9450168
18100	53921974.7903174
18120	53962873.4550259
18140	54003749.9729484
18160	54044604.3778041
18180	54085436.7032267
18200	54126246.9827637
18220	54167035.2498774
18240	54207801.5379448
18260	54248545.880258
18280	54289268.3100249
18300	54329968.8603687
18320	54370647.564329
18340	54411304.4548615
18360	54451939.5648386
18380	54492552.9270497
18400	54533144.5742015
18420	54573714.538918
18440	54614262.8537412
18460	54654789.5511311
18480	54695294.6634662
18500	54735778.2230435
18520	54776240.2620791
18540	54816680.8127082
18560	54857099.9069857
18580	54897497.5768862
18600	54937873.8543043
18620	54978228.7710552
18640	55018562.3588745
18660	55058874.649419
18680	55099165.6742662
18700	55139435.4649155
18720	55179684.052788
18740	55219911.4692268
18760	55260117.745497
18780	55300302.9127865
18800	55340467.002206
18820	55380610.0447892
18840	55420732.0714932
18860	55460833.1131987
18880	55500913.2007104
18900	55540972.3647568
18920	55581010.6359913
18940	55621028.0449914
18960	55661024.6222599
18980	55701000.3982246
19000	55740955.4032388
19020	55780889.6675816
19040	55820803.2214579
19060	55860696.0949986
19080	55900568.3182613
19100	55940419.9212302
19120	55980250.9338167
19140	56020061.3858591
19160	56059851.3071229
19180	56099620.7273019
19200	56139369.6760175
19220	56179098.1828191
19240	56218806.2771849
19260	56258493.9885215
19280	56298161.3461643
19300	56337808.3793783
19320	56377435.1173574
19340	56417041.5892253
19360	56456627.8240356
19380	56496193.8507719
19400	56535739.6983482
19420	56575265.3956091
19440	56614770.9713297
19460	56654256.4542166
19480	56693721.8729072
19500	56733167.2559707
19520	56772592.6319078
19540	56811998.0291512
19560	56851383.4760658
19580	56890749.000949
19600	56930094.6320306
19620	56969420.3974732
19640	57008726.3253729
19660	57048012.4437587
19680	57087278.780593
19700	57126525.3637724
19720	57165752.221127
19740	57204959.3804214
19760	57244146.8693543
19780	57283314.7155591
19800	57322462.9466041
19820	57361591.5899926
19840	57400700.6731631
19860	57439790.2234894
19880	57478860.2682813
19900	57517910.8347844
19920	57556941.9501802
19940	57595953.6415865
19960	57634945.9360578
19980	57673918.8605853
20000	57712872.442097
20020	57751806.7074581
20040	57790721.6834711
20060	57829617.396876
20080	57868493.8743507
20100	57907351.1425109
20120	57946189.2279102
20140	57985008.1570412
20160	58023807.9563344
20180	58062588.6521595
20200	58101350.270825
20220	58140092.8385783
20240	58178816.3816063
20260	58217520.9260356
20280	58256206.4979324
20300	58294873.1233028
20320	58333520.8280928
20340	58372149.6381892
20360	58410759.5794189
20380	58449350.6775496
20400	58487922.95829
20420	58526476.4472897
20440	58565011.1701397
20460	58603527.1523722
20480	58642024.4194614
20500	58680502.996823
20520	58718962.9098149
20540	58757404.1837371
20560	58795826.8438321
20580	58834230.9152846
20600	58872616.4232226
20620	58910983.3927165
20640	58949331.84878
20660	58987661.8163703
20680	59025973.3203878
20700	59064266.3856765
20720	59102541.0370245
20740	59140797.2991636
20760	59179035.19677
20780	59217254.7544641
20800	59255455.9968108
20820	59293638.9483198
20840	59331803.6334459
20860	59369950.0765885
20880	59408078.3020924
20900	59446188.3342478
20920	59484280.1972908
20940	59522353.9154025
20960	59560409.5127105
20980	59598447.0132883
21000	59636466.4411555
21020	59674467.8202784
21040	59712451.1745696
21060	59750416.5278887
21080	59788363.904042
21100	59826293.326783
21120	59864204.8198122
21140	59902098.4067778
21160	59939974.1112754
21180	59977831.9568484
21200	60015671.966988
21220	60053494.1651337
21240	60091298.5746728
21260	60129085.2189413
21280	60166854.1212235
21300	60204605.3047527
21320	60242338.7927107
21340	60280054.6082284
21360	60317752.7743861
21380	60355433.3142132
21400	60393096.2506885
21420	60430741.6067405
21440	60468369.4052477
21460	60505979.6690383
21480	60543572.4208905
21500	60581147.6835328
21520	60618705.4796445
21540	60656245.831855
21560	60693768.7627443
21580	60731274.2948439
21600	60768762.4506353
21620	60806233.252552
21640	60843686.7229783
21660	60881122.8842503
21680	60918541.7586556
21700	60955943.3684333
21720	60993327.7357745
21740	61030694.8828224
21760	61068044.8316722
21780	61105377.6043717
21800	61142693.2229208
21820	61179991.7092723
21840	61217273.0853318
21860	61254537.3729572
21880	61291784.5939603
21900	61329014.7701054
21920	61366227.9231103
21940	61403424.0746463
21960	61440603.2463383
21980	61477765.4597649
22000	61514910.7364586
22020	61552039.0979058
22040	61589150.5655472
22060	61626245.1607776
22080	61663322.9049463
22100	61700383.8193572
22120	61737427.9252687
22140	61774455.2438944
22160	61811465.7964026
22180	61848459.6039164
22200	61885436.6875147
22220	61922397.0682314
22240	61959340.7670561
22260	61996267.8049337
22280	62033178.202765
22300	62070071.981407
22320	62106949.1616721
22340	62143809.7643293
22360	62180653.8101038
22380	62217481.3196771
22400	62254292.3136872
22420	62291086.8127288
22440	62327864.8373535
22460	62364626.4080697
22480	62401371.5453428
22500	62438100.2695955
22520	62474812.6012076
22540	62511508.5605163
22560	62548188.1678164
22580	62584851.4433607
22600	62621498.4073593
22620	62658129.0799804
22640	62694743.4813501
22660	62731341.631553
22680	62767923.5506316
22700	62804489.2585868
22720	62841038.7753783
22740	62877572.1209242
22760	62914089.3151015
22780	62950590.377746
22800	62987075.3286524
22820	63023544.1875747
22840	63059996.9742261
22860	63096433.708279
22880	63132854.4093654
22900	63169259.0970768
22920	63205647.7909645
22940	63242020.5105393
22960	63278377.2752724
22980	63314718.1045949
23000	63351043.0178978
23020	63387352.0345326
23040	63423645.1738112
23060	63459922.4550058
23080	63496183.8973495
23100	63532429.5200358
23120	63568659.3422194
23140	63604873.3830157
23160	63641071.6615012
23180	63677254.1967136
23200	63713421.007652
23220	63749572.1132766
23240	63785707.5325095
23260	63821827.2842339
23280	63857931.3872952
23300	63894019.8605005
23320	63930092.7226187
23340	63966149.9923807
23360	64002191.6884798
23380	64038217.8295714
23400	64074228.4342732
23420	64110223.5211657
23440	64146203.1087916
23460	64182167.2156566
23480	64218115.8602288
23500	64254049.0609396
23520	64289966.8361832
23540	64325869.2043167
23560	64361756.183661
23580	64397627.7924995
23600	64433484.0490797
23620	64469324.9716125
23640	64505150.578272
23660	64540960.8871964
23680	64576755.9164875
23700	64612535.6842112
23720	64648300.2083974
23740	64684049.5070401
23760	64719783.5980974
23780	64755502.4994918
23800	64791206.2291103
23820	64826894.8048043
23840	64862568.2443899
23860	64898226.5656477
23880	64933869.7863235
23900	64969497.9241278
23920	65005110.996736
23940	65040709.0217887
23960	65076292.0168918
23980	65111859.9996164
24000	65147412.9874989
24020	65182950.9980413
24040	65218474.0487113
24060	65253982.1569419
24080	65289475.3401323
24100	65324953.6156473
24120	65360417.0008179
24140	65395865.5129407
24160	65431299.169279
24180	65466717.987062
24200	65502121.9834851
24220	65537511.1757106
24240	65572885.5808668
24260	65608245.2160491
24280	65643590.0983192
24300	65678920.2447056
24320	65714235.672204
24340	65749536.3977768
24360	65784822.4383537
24380	65820093.8108311
24400	65855350.5320731
24420	65890592.6189109
24440	65925820.0881431
24460	65961032.956536
24480	65996231.2408231
24500	66031414.9577062
24520	66066584.1238541
24540	66101738.7559042
24560	66136878.8704612
24580	66172004.4840983
24600	66207115.6133563
24620	66242212.2747449
24640	66277294.4847417
24660	66312362.2597923
24680	66347415.6163115
24700	66382454.570682
24720	66417479.1392555
24740	66452489.3383523
24760	66487485.1842615
24780	66522466.693241
24800	66557433.8815178
24820	66592386.7652877
24840	66627325.3607159
24860	66662249.6839366
24880	66697159.7510535
24900	66732055.5781395
24920	66766937.1812369
24940	66801804.5763576
24960	66836657.7794834
24980	66871496.8065652
25000	66906321.6735242
25020	66941132.3962512
25040	66975928.9906069
25060	67010711.4724224
25080	67045479.8574983
25100	67080234.1616057
25120	67114974.4004861
25140	67149700.5898509
25160	67184412.7453823
25180	67219110.8827329
25200	67253795.0175258
25220	67288465.1653546
25240	67323121.341784
25260	67357763.5623491
25280	67392391.842556
25300	67427006.197882
25320	67461606.6437749
25340	67496193.1956542
25360	67530765.8689101
25380	67565324.6789043
25400	67599869.6409698
25420	67634400.7704109
25440	67668918.0825036
25460	67703421.592495
25480	67737911.3156042
25500	67772387.2670221
25520	67806849.4619112
25540	67841297.9154057
25560	67875732.6426119
25580	67910153.658608
25600	67944560.9784443
25620	67978954.6171433
25640	68013334.5896998
25660	68047700.9110805
25680	68082053.5962248
25700	68116392.6600444
25720	68150718.1174236
25740	68185029.9832191
25760	68219328.2722603
